ENSG00000290825.2	DDX11L16	381
ENSG00000223972.6	DDX11L1	381
ENSG00000310526.1	WASH7P	4527
ENSG00000243485.6	MIR1302-2HG	3228
ENSG00000237613.3	FAM138A	2622
ENSG00000308361.1	ENSG00000308361	2461
ENSG00000290826.2	ENSG00000290826	1529
ENSG00000268020.3	OR4G4P	3511
ENSG00000186092.7	OR4F5	3510
ENSG00000241860.8	ENSG00000241860	725
ENSG00000308314.1	ENSG00000308314	2459
ENSG00000233750.3	CICP27	286
ENSG00000308579.1	ENSG00000308579	2475
ENSG00000268903.1	ENSG00000268903	1057
ENSG00000269981.1	ENSG00000269981	1069
ENSG00000239906.1	ENSG00000239906	717
ENSG00000222623.1	RNU6-1100P	3893
ENSG00000241599.1	ENSG00000241599	725
ENSG00000308415.1	DDX11L2	381
ENSG00000310527.1	WASH9P	4527
ENSG00000308625.1	ENSG00000308625	2478
ENSG00000308544.1	ENSG00000308544	2473
ENSG00000292994.2	ENSG00000292994	1548
ENSG00000286448.2	ENSG00000286448	1348
ENSG00000236679.2	RPL23AP24	4009
ENSG00000236601.3	ENSG00000236601	691
ENSG00000290385.2	ENSG00000290385	1515
ENSG00000269732.1	WBP1LP7	4529
ENSG00000284733.2	OR4F29	3510
ENSG00000233653.3	CICP7	286
ENSG00000250575.1	ENSG00000250575	781
ENSG00000278757.1	U6	4467
ENSG00000293331.2	ENSG00000293331	1560
ENSG00000225880.7	LINC00115	2995
ENSG00000235146.3	ENSG00000235146	672
ENSG00000225972.1	MTND1P23	3372
ENSG00000225630.1	MTND2P28	3374
ENSG00000237973.1	MTCO1P12	3358
ENSG00000229344.1	MTCO2P12	3361
ENSG00000240409.1	MTATP8P1	3357
ENSG00000248527.1	MTATP6P1	3355
ENSG00000198744.5	MTCO3P12	3363
ENSG00000268663.1	WBP1LP6	4529
ENSG00000284662.2	OR4F16	3510
ENSG00000230021.11	ENSG00000230021	607
ENSG00000229376.3	CICP3	286
ENSG00000223181.1	RNU6-1199P	3899
ENSG00000229905.1	ENSG00000229905	605
ENSG00000237491.11	LINC01409	3037
ENSG00000177757.3	FAM87B	2639
ENSG00000228794.13	LINC01128	3025
ENSG00000297178.1	ENSG00000297178	1782
ENSG00000297224.1	ENSG00000297224	1785
ENSG00000230368.3	FAM41C	2635
ENSG00000234711.1	TUBB8P11	4455
ENSG00000283040.1	ENSG00000283040	1283
ENSG00000296088.1	ENSG00000296088	1716
ENSG00000272438.2	ENSG00000272438	1118
ENSG00000298603.1	ENSG00000298603	1868
ENSG00000223764.3	LINC02593	3103
ENSG00000187634.13	SAMD11	4104
ENSG00000188976.11	NOC2L	3447
ENSG00000187961.15	KLHL17	2944
ENSG00000187583.11	PLEKHN1	3622
ENSG00000187642.10	PERM1	3586
ENSG00000303599.1	ENSG00000303599	2172
ENSG00000272512.1	ENSG00000272512	1119
ENSG00000188290.11	HES4	2791
ENSG00000303623.1	ENSG00000303623	2174
ENSG00000187608.10	ISG15	2905
ENSG00000303614.1	ENSG00000303614	2173
ENSG00000231702.2	ENSG00000231702	629
ENSG00000224969.1	ENSG00000224969	539
ENSG00000188157.16	AGRN	42
ENSG00000291156.2	ENSG00000291156	1540
ENSG00000273443.2	ENSG00000273443	1136
ENSG00000217801.13	ENSG00000217801	511
ENSG00000304119.1	ENSG00000304119	2203
ENSG00000304169.1	ENSG00000304169	2206
ENSG00000237330.3	RNF223	3864
ENSG00000131591.18	C1orf159	178
ENSG00000285812.1	ENSG00000285812	1319
ENSG00000299943.1	ENSG00000299943	1949
ENSG00000223823.1	LINC01342	3034
ENSG00000304965.1	ENSG00000304965	2255
ENSG00000207730.3	MIR200B	3233
ENSG00000207607.3	MIR200A	3233
ENSG00000198976.1	MIR429	3255
ENSG00000272141.1	ENSG00000272141	1112
ENSG00000205231.1	TTLL10-AS1	4448
ENSG00000162571.14	TTLL10	4448
ENSG00000186891.14	TNFRSF18	4388
ENSG00000186827.12	TNFRSF4	4388
ENSG00000304412.1	ENSG00000304412	2221
ENSG00000078808.20	SDF4	4121
ENSG00000176022.7	B3GALT6	131
ENSG00000184163.3	C1QTNF12	180
ENSG00000260179.1	ENSG00000260179	946
ENSG00000160087.21	UBE2J2	4475
ENSG00000230415.2	LINC01786	3056
ENSG00000162572.21	SCNN1D	4117
ENSG00000131584.19	ACAP3	12
ENSG00000278073.1	MIR6726	3300
ENSG00000169972.13	PUSL1	3706
ENSG00000127054.22	INTS11	2897
ENSG00000283712.1	MIR6727	3300
ENSG00000240731.1	ENSG00000240731	721
ENSG00000224051.7	CPTP	328
ENSG00000169962.5	TAS1R3	4317
ENSG00000107404.21	DVL1	437
ENSG00000284372.1	MIR6808	3304
ENSG00000304860.1	ENSG00000304860	2248
ENSG00000162576.17	MXRA8	3390
ENSG00000175756.14	AURKAIP1	128
ENSG00000223663.2	NDUFB4P8	3422
ENSG00000221978.13	CCNL2	229
ENSG00000224870.10	MRPL20-AS1	3337
ENSG00000242485.6	MRPL20	3337
ENSG00000301639.1	ENSG00000301639	2052
ENSG00000272455.1	MRPL20-DT	3337
ENSG00000235098.9	ANKRD65	72
ENSG00000225905.2	ANKRD65-AS1	72
ENSG00000205116.4	TMEM88B	4381
ENSG00000225285.2	LINC01770	3055
ENSG00000179403.12	VWA1	4524
ENSG00000215915.10	ATAD3C	111
ENSG00000160072.20	ATAD3B	111
ENSG00000290916.2	ENSG00000290916	1532
ENSG00000197785.14	ATAD3A	111
ENSG00000205090.10	TMEM240	4374
ENSG00000299413.1	ENSG00000299413	1917
ENSG00000160075.12	SSU72	4278
ENSG00000215014.5	SSU72-AS1	4278
ENSG00000274481.1	ENSG00000274481	1151
ENSG00000228594.4	FNDC10	2671
ENSG00000286989.2	ENSG00000286989	1377
ENSG00000272106.1	ENSG00000272106	1111
ENSG00000197530.13	MIB2	3217
ENSG00000189409.14	MMP23B	3324
ENSG00000248333.9	CDK11B	248
ENSG00000272004.2	ENSG00000272004	1110
ENSG00000189339.12	SLC35E2B	4178
ENSG00000293187.1	ENSG00000293187	1554
ENSG00000269737.3	ENSG00000269737	1065
ENSG00000310190.1	ENSG00000310190	2573
ENSG00000310238.1	ENSG00000310238	2576
ENSG00000008128.23	CDK11A	248
ENSG00000293188.2	ENSG00000293188	1554
ENSG00000290854.2	ENSG00000290854	1530
ENSG00000227775.4	ENSG00000227775	576
ENSG00000008130.15	NADK	3403
ENSG00000302550.1	ENSG00000302550	2108
ENSG00000078369.19	GNB1	2727
ENSG00000231050.4	GNB1-DT	2727
ENSG00000303984.1	ENSG00000303984	2195
ENSG00000294910.1	ENSG00000294910	1644
ENSG00000306476.1	ENSG00000306476	2347
ENSG00000169885.10	CALML6	199
ENSG00000178821.13	TMEM52	4379
ENSG00000142609.20	CFAP74	269
ENSG00000233542.3	ENSG00000233542	652
ENSG00000187730.9	GABRD	2692
ENSG00000304958.1	ENSG00000304958	2254
ENSG00000226969.2	PRKCZ-DT	3671
ENSG00000067606.17	PRKCZ	3671
ENSG00000308181.1	ENSG00000308181	2450
ENSG00000271806.1	ENSG00000271806	1106
ENSG00000182873.5	PRKCZ-AS1	3671
ENSG00000162585.17	FAAP20	2616
ENSG00000304038.1	ENSG00000304038	2199
ENSG00000234396.3	ENSG00000234396	662
ENSG00000304143.1	ENSG00000304143	2205
ENSG00000157933.11	SKI	4157
ENSG00000295493.1	ENSG00000295493	1680
ENSG00000287356.2	ENSG00000287356	1398
ENSG00000116151.14	MORN1	3328
ENSG00000272161.1	ENSG00000272161	1112
ENSG00000292993.1	ENSG00000292993	1548
ENSG00000272420.1	ENSG00000272420	1117
ENSG00000295371.1	ENSG00000295371	1672
ENSG00000157916.20	RER1	3749
ENSG00000157911.11	PEX10	3587
ENSG00000149527.18	PLCH2	3619
ENSG00000224387.1	ENSG00000224387	532
ENSG00000229393.1	ENSG00000229393	598
ENSG00000157881.16	PANK4	3557
ENSG00000197921.6	HES5	2791
ENSG00000272449.4	ENSG00000272449	1118
ENSG00000238164.7	TNFRSF14-AS1	4388
ENSG00000307979.1	ENSG00000307979	2438
ENSG00000157873.18	TNFRSF14	4388
ENSG00000225931.3	ENSG00000225931	552
ENSG00000307958.1	ENSG00000307958	2437
ENSG00000228037.2	ENSG00000228037	579
ENSG00000289610.3	ENSG00000289610	1493
ENSG00000157870.17	PRXL2B	3685
ENSG00000142606.16	MMEL1	3323
ENSG00000237058.2	MMEL1-AS1	3323
ENSG00000215912.13	TTC34	4446
ENSG00000285945.1	ENSG00000285945	1324
ENSG00000283259.1	ENSG00000283259	1287
ENSG00000233234.1	ENSG00000233234	648
ENSG00000287396.2	ENSG00000287396	1400
ENSG00000231630.1	ENSG00000231630	628
ENSG00000302855.1	ENSG00000302855	2127
ENSG00000295089.1	ENSG00000295089	1655
ENSG00000300015.1	ENSG00000300015	1954
ENSG00000284745.2	ENSG00000284745	1299
ENSG00000169717.7	ACTRT2	23
ENSG00000177133.15	PRDM16-DT	3664
ENSG00000142611.17	PRDM16	3664
ENSG00000283572.1	MIR4251	3253
ENSG00000226286.1	ENSG00000226286	556
ENSG00000306427.1	ENSG00000306427	2344
ENSG00000279839.1	ENSG00000279839	1250
ENSG00000306439.1	ENSG00000306439	2345
ENSG00000272235.1	ENSG00000272235	1114
ENSG00000287828.2	ENSG00000287828	1424
ENSG00000286518.1	ENSG00000286518	1352
ENSG00000295754.1	ENSG00000295754	1696
ENSG00000297626.1	ENSG00000297626	1809
ENSG00000130762.15	ARHGEF16	92
ENSG00000272088.1	ENSG00000272088	1111
ENSG00000162591.17	MEGF6	3196
ENSG00000207776.1	MIR551A	3286
ENSG00000309127.1	ENSG00000309127	2508
ENSG00000238260.4	ENSG00000238260	711
ENSG00000158109.15	TPRG1L	4401
ENSG00000116213.16	WRAP73	4539
ENSG00000078900.16	TP73	4398
ENSG00000227589.1	TP73-AS3	4398
ENSG00000235131.1	TP73-AS2	4398
ENSG00000293478.2	GFOD3P	2712
ENSG00000162592.10	CCDC27	220
ENSG00000296834.1	ENSG00000296834	1761
ENSG00000235169.11	SMIM1	4200
ENSG00000130764.10	LRRC47	3149
ENSG00000266075.2	RN7SL574P	3809
ENSG00000272153.1	ENSG00000272153	1112
ENSG00000116198.14	CEP104	261
ENSG00000169598.17	DFFB	393
ENSG00000198912.12	C1orf174	178
ENSG00000236423.9	LINC01134	3025
ENSG00000233304.8	LINC01346	3034
ENSG00000226374.4	LINC01345	3034
ENSG00000284668.3	LINC02780	3114
ENSG00000284703.2	ENSG00000284703	1298
ENSG00000296871.1	ENSG00000296871	1763
ENSG00000308587.1	ENSG00000308587	2475
ENSG00000229280.1	EEF1DP6	451
ENSG00000301255.1	ENSG00000301255	2029
ENSG00000299169.1	ENSG00000299169	1902
ENSG00000302287.1	ENSG00000302287	2092
ENSG00000235054.5	LINC01777	3056
ENSG00000306535.1	ENSG00000306535	2350
ENSG00000284694.1	ENSG00000284694	1298
ENSG00000299517.1	ENSG00000299517	1923
ENSG00000227169.2	ENSG00000227169	568
ENSG00000295490.1	ENSG00000295490	1679
ENSG00000232596.3	LINC01646	3049
ENSG00000300565.1	ENSG00000300565	1987
ENSG00000303830.1	ENSG00000303830	2186
ENSG00000196581.11	AJAP1	45
ENSG00000287586.1	ENSG00000287586	1410
ENSG00000284739.2	ENSG00000284739	1299
ENSG00000284674.1	LINC02781	3114
ENSG00000309102.1	ENSG00000309102	2506
ENSG00000309111.1	ENSG00000309111	2507
ENSG00000231510.1	LINC02782	3114
ENSG00000296716.1	ENSG00000296716	1754
ENSG00000302269.1	ENSG00000302269	2091
ENSG00000306645.1	ENSG00000306645	2357
ENSG00000284616.1	ENSG00000284616	1296
ENSG00000302445.1	ENSG00000302445	2102
ENSG00000302452.1	ENSG00000302452	2102
ENSG00000295735.1	ENSG00000295735	1694
ENSG00000284692.3	ENSG00000284692	1298
ENSG00000284666.1	ENSG00000284666	1297
ENSG00000260972.1	ENSG00000260972	966
ENSG00000299325.1	ENSG00000299325	1911
ENSG00000283356.1	ENSG00000283356	1287
ENSG00000289893.2	ENSG00000289893	1500
ENSG00000264341.1	ENSG00000264341	1005
ENSG00000295108.1	ENSG00000295108	1656
ENSG00000295122.1	ENSG00000295122	1657
ENSG00000298180.1	ENSG00000298180	1842
ENSG00000264101.1	MIR4689	3269
ENSG00000131697.18	NPHP4	3454
ENSG00000299539.1	ENSG00000299539	1925
ENSG00000069424.16	KCNAB2	2921
ENSG00000116254.18	CHD5	275
ENSG00000116251.11	RPL22	4007
ENSG00000226944.2	RNF207-AS1	3863
ENSG00000158286.13	RNF207	3863
ENSG00000116237.16	ICMT	2845
ENSG00000225077.4	ICMT-DT	2845
ENSG00000173673.9	HES3	2791
ENSG00000158292.7	GPR153	2742
ENSG00000097021.21	ACOT7	15
ENSG00000271746.1	ENSG00000271746	1105
ENSG00000069812.11	HES2	2791
ENSG00000187017.18	ESPN	2606
ENSG00000265392.1	MIR4252	3253
ENSG00000231868.1	ENSG00000231868	631
ENSG00000215788.11	TNFRSF25	4388
ENSG00000171680.23	PLEKHG5	3621
ENSG00000297749.1	ENSG00000297749	1816
ENSG00000299237.1	ENSG00000299237	1906
ENSG00000299253.1	ENSG00000299253	1907
ENSG00000162408.11	NOL9	3448
ENSG00000253022.1	RNU6-731P	3947
ENSG00000229519.2	ENSG00000229519	600
ENSG00000173662.21	TAS1R1	4317
ENSG00000204859.13	ZBTB48	4602
ENSG00000162413.17	KLHL21	2944
ENSG00000295286.1	ENSG00000295286	1667
ENSG00000304810.1	ENSG00000304810	2245
ENSG00000116273.6	PHF13	3598
ENSG00000041988.16	THAP3	4347
ENSG00000007923.17	DNAJC11	411
ENSG00000228750.8	LINC01672	3050
ENSG00000284744.1	ENSG00000284744	1299
ENSG00000237436.2	CAMTA1-DT	201
ENSG00000171735.21	CAMTA1	201
ENSG00000227950.1	ENSG00000227950	578
ENSG00000237365.1	CAMTA1-AS3	201
ENSG00000207056.1	RNU1-8P	3873
ENSG00000310450.1	ENSG00000310450	2588
ENSG00000237402.2	CAMTA1-IT1	201
ENSG00000237728.3	CAMTA1-AS2	201
ENSG00000294314.1	ENSG00000294314	1608
ENSG00000225126.2	CAMTA1-AS1	201
ENSG00000298973.1	ENSG00000298973	1890
ENSG00000306883.1	ENSG00000306883	2372
ENSG00000302704.1	ENSG00000302704	2118
ENSG00000270171.1	ENSG00000270171	1073
ENSG00000270035.1	ENSG00000270035	1070
ENSG00000269978.2	ENSG00000269978	1069
ENSG00000300603.1	ENSG00000300603	1990
ENSG00000049245.13	VAMP3	4506
ENSG00000269925.1	ENSG00000269925	1067
ENSG00000049246.15	PER3	3586
ENSG00000236266.2	ENSG00000236266	686
ENSG00000049247.14	UTS2	4505
ENSG00000302605.1	ENSG00000302605	2112
ENSG00000049249.10	TNFRSF9	4388
ENSG00000270330.1	ENSG00000270330	1075
ENSG00000116288.13	PARK7	3559
ENSG00000299004.1	ENSG00000299004	1892
ENSG00000200344.1	Y_RNA	4560
ENSG00000284747.1	ENSG00000284747	1299
ENSG00000284716.1	ENSG00000284716	1299
ENSG00000116285.13	ERRFI1	2605
ENSG00000238290.2	ERRFI1-DT	2605
ENSG00000232848.1	RPL7AP18	4043
ENSG00000301325.1	ENSG00000301325	2033
ENSG00000227634.4	LINC01714	3052
ENSG00000229305.1	ENSG00000229305	597
ENSG00000301344.1	ENSG00000301344	2034
ENSG00000200975.1	RNU1-7P	3873
ENSG00000233645.1	ENSG00000233645	653
ENSG00000298156.1	ENSG00000298156	1841
ENSG00000301025.1	ENSG00000301025	2015
ENSG00000301006.1	ENSG00000301006	2014
ENSG00000251977.1	RNU6-991P	3963
ENSG00000162426.16	SLC45A1	4183
ENSG00000252254.1	Y_RNA	4593
ENSG00000142599.20	RERE	3749
ENSG00000232912.6	RERE-AS1	3749
ENSG00000221083.1	ENSG00000221083	518
ENSG00000270282.1	ENSG00000270282	1075
ENSG00000234619.1	RPL7P11	4048
ENSG00000224315.2	RPL7P7	4051
ENSG00000303676.1	ENSG00000303676	2177
ENSG00000222511.2	Y_RNA	4589
ENSG00000226545.1	ENSG00000226545	559
ENSG00000228423.2	ENSG00000228423	585
ENSG00000229716.2	RPL23AP19	4009
ENSG00000074800.16	ENO1	477
ENSG00000274258.1	MIR6728	3300
ENSG00000230679.2	ENO1-AS1	477
ENSG00000201725.1	RNU6-304P	3920
ENSG00000238249.2	HMGN2P17	2809
ENSG00000310107.1	ENSG00000310107	2568
ENSG00000232663.2	ENSG00000232663	641
ENSG00000310124.1	ENSG00000310124	2569
ENSG00000131686.15	CA6	192
ENSG00000290109.2	ENSG00000290109	1512
ENSG00000265141.2	RN7SL451P	3803
ENSG00000197241.4	SLC2A7	4176
ENSG00000142583.18	SLC2A5	4175
ENSG00000252404.1	ENSG00000252404	806
ENSG00000180758.12	GPR157	2742
ENSG00000228526.9	MIR34AHG	3244
ENSG00000289914.2	ENSG00000289914	1502
ENSG00000302015.1	ENSG00000302015	2075
ENSG00000234546.6	LNCTAM34A	3139
ENSG00000301968.1	ENSG00000301968	2072
ENSG00000049239.13	H6PD	2777
ENSG00000302217.1	ENSG00000302217	2088
ENSG00000171621.14	SPSB1	4267
ENSG00000294252.1	ENSG00000294252	1604
ENSG00000296073.1	ENSG00000296073	1715
ENSG00000296056.1	ENSG00000296056	1714
ENSG00000307568.1	ENSG00000307568	2413
ENSG00000284652.1	ENSG00000284652	1297
ENSG00000284693.3	LINC02606	3103
ENSG00000252956.1	RNA5SP40	3845
ENSG00000301013.1	ENSG00000301013	2015
ENSG00000301030.1	ENSG00000301030	2016
ENSG00000306844.1	ENSG00000306844	2369
ENSG00000296249.1	ENSG00000296249	1726
ENSG00000235263.2	ENSG00000235263	674
ENSG00000171612.7	SLC25A33	4169
ENSG00000231181.1	ENSG00000231181	622
ENSG00000188807.13	TMEM201	4371
ENSG00000307011.1	ENSG00000307011	2380
ENSG00000171608.18	PIK3CD	3606
ENSG00000179840.5	PIK3CD-AS1	3606
ENSG00000233268.3	ENSG00000233268	648
ENSG00000301080.1	ENSG00000301080	2019
ENSG00000231789.5	PIK3CD-AS2	3606
ENSG00000171603.18	CLSTN1	299
ENSG00000271264.1	MZT1P1	3399
ENSG00000280113.2	ENSG00000280113	1260
ENSG00000178585.15	CTNNBIP1	349
ENSG00000285701.2	ENSG00000285701	1314
ENSG00000228150.2	ENSG00000228150	581
ENSG00000162441.12	LZIC	3162
ENSG00000173614.14	NMNAT1	3445
ENSG00000202415.1	RN7SKP269	3777
ENSG00000283611.2	TMEM274P	4377
ENSG00000265521.1	MIR5697	3289
ENSG00000162444.12	RBP7	3742
ENSG00000130939.20	UBE4B	4479
ENSG00000224340.1	RPL21P21	4001
ENSG00000233623.2	PGAM1P11	3591
ENSG00000201746.1	RNU6-828P	3953
ENSG00000054523.20	KIF1B	2936
ENSG00000264881.1	ENSG00000264881	1010
ENSG00000199562.1	RNU6-37P	3925
ENSG00000284735.1	ENSG00000284735	1299
ENSG00000284642.1	ENSG00000284642	1297
ENSG00000142657.21	PGD	3593
ENSG00000271989.1	ENSG00000271989	1109
ENSG00000175279.22	CENPS	261
ENSG00000241563.4	CORT	319
ENSG00000160049.12	DFFA	393
ENSG00000142655.13	PEX14	3588
ENSG00000307253.1	ENSG00000307253	2394
ENSG00000287727.1	ENSG00000287727	1418
ENSG00000243267.3	RN7SL614P	3811
ENSG00000130940.15	CASZ1	209
ENSG00000272078.1	ENSG00000272078	1111
ENSG00000298629.1	ENSG00000298629	1869
ENSG00000308013.1	ENSG00000308013	2440
ENSG00000307983.1	ENSG00000307983	2438
ENSG00000307999.1	ENSG00000307999	2439
ENSG00000225158.2	HSPE1P24	2839
ENSG00000308257.1	ENSG00000308257	2455
ENSG00000175262.15	C1orf127	178
ENSG00000215785.2	CFL1P6	271
ENSG00000120948.19	TARDBP	4316
ENSG00000009724.18	MASP2	3182
ENSG00000116649.10	SRM	4271
ENSG00000230337.5	EXOSC10-AS1	2612
ENSG00000171824.14	EXOSC10	2612
ENSG00000198793.14	MTOR	3385
ENSG00000225602.5	MTOR-AS1	3385
ENSG00000253086.1	RNU6-537P	3934
ENSG00000171819.5	ANGPTL7	63
ENSG00000207451.1	RNU6-291P	3919
ENSG00000238173.1	RPL39P6	4036
ENSG00000309051.1	ENSG00000309051	2503
ENSG00000120942.14	UBIAD1	4479
ENSG00000238199.1	UBE2V2P3	4478
ENSG00000284646.2	ENSG00000284646	1297
ENSG00000302153.1	ENSG00000302153	2084
ENSG00000302176.1	ENSG00000302176	2085
ENSG00000224338.2	MTCYBP45	3367
ENSG00000299102.1	ENSG00000299102	1898
ENSG00000204624.8	DISP3	401
ENSG00000285833.1	ENSG00000285833	1320
ENSG00000303300.1	ENSG00000303300	2154
ENSG00000235643.2	LINC01647	3049
ENSG00000284708.1	ENSG00000284708	1298
ENSG00000116661.11	FBXO2	2648
ENSG00000132879.14	FBXO44	2650
ENSG00000116670.17	MAD2L2	3164
ENSG00000116663.11	FBXO6	2650
ENSG00000162490.7	DRAXIN	426
ENSG00000301523.1	ENSG00000301523	2045
ENSG00000305789.1	ENSG00000305789	2305
ENSG00000177674.16	AGTRAP	42
ENSG00000215910.8	C1orf167	178
ENSG00000177553.6	C1orf167-AS1	178
ENSG00000177000.13	MTHFR	3370
ENSG00000011021.23	CLCN6	292
ENSG00000175206.11	NPPA	3459
ENSG00000275915.1	ENSG00000275915	1171
ENSG00000120937.9	NPPB	3459
ENSG00000224904.1	SBF1P2	4109
ENSG00000285646.3	ENSG00000285646	1312
ENSG00000201801.1	RNU5E-4P	3886
ENSG00000116685.17	KIAA2013	2935
ENSG00000083444.17	PLOD1	3623
ENSG00000287384.1	ENSG00000287384	1399
ENSG00000116688.18	MFN2	3213
ENSG00000270914.1	ENSG00000270914	1088
ENSG00000116691.11	MIIP	3220
ENSG00000202461.1	Y_RNA	4575
ENSG00000276869.1	MIR6729	3300
ENSG00000243539.3	RN7SL649P	3813
ENSG00000120949.15	TNFRSF8	4388
ENSG00000201135.1	RNU6-777P	3950
ENSG00000227875.2	RPL23AP89	4013
ENSG00000285604.1	ENSG00000285604	1310
ENSG00000294285.1	ENSG00000294285	1606
ENSG00000301863.1	ENSG00000301863	2066
ENSG00000283789.1	MIR7846	3312
ENSG00000028137.19	TNFRSF1B	4388
ENSG00000296888.1	ENSG00000296888	1764
ENSG00000263676.1	MIR4632	3266
ENSG00000297053.1	ENSG00000297053	1774
ENSG00000225196.2	RPL10P17	3986
ENSG00000252969.1	SNORA70	4217
ENSG00000048707.15	VPS13D	4518
ENSG00000295309.1	ENSG00000295309	1668
ENSG00000239149.1	SNORA59A	4214
ENSG00000229484.4	LINC02766	3113
ENSG00000309694.1	ENSG00000309694	2542
ENSG00000162496.10	DHRS3	396
ENSG00000221340.1	RNU6ATAC18P	3965
ENSG00000276830.1	MIR6730	3300
ENSG00000305650.1	ENSG00000305650	2297
ENSG00000288927.3	ENSG00000288927	1456
ENSG00000204518.3	AADACL4	2
ENSG00000226166.2	ENSG00000226166	554
ENSG00000188984.12	AADACL3	2
ENSG00000157330.10	CFAP107	266
ENSG00000116726.5	PRAMEF12	3661
ENSG00000116721.9	PRAMEF1	3661
ENSG00000228338.2	LINC01784	3056
ENSG00000239810.3	PRAMEF11	3661
ENSG00000231103.2	PRAMEF30P	3662
ENSG00000179172.10	HNRNPCL1	2818
ENSG00000120952.4	PRAMEF2	3662
ENSG00000243073.4	PRAMEF4	3663
ENSG00000296105.1	ENSG00000296105	1717
ENSG00000187545.5	PRAMEF10	3661
ENSG00000204510.6	PRAMEF7	3663
ENSG00000207434.1	RNU6-1072P	3891
ENSG00000234064.1	PRAMEF29P	3662
ENSG00000232423.6	PRAMEF6	3663
ENSG00000274178.2	PRAMEF28P	3662
ENSG00000274764.6	PRAMEF27	3662
ENSG00000277058.3	HNRNPCL3	2818
ENSG00000229571.7	PRAMEF25	3662
ENSG00000277862.1	PRAMEF34P	3662
ENSG00000236179.1	PRAMEF35P	3663
ENSG00000275774.3	HNRNPCL2	2818
ENSG00000290772.2	PRAMEF36P	3663
ENSG00000297821.1	ENSG00000297821	1821
ENSG00000233336.1	ENSG00000233336	649
ENSG00000280267.7	PRAMEF26	3662
ENSG00000179412.11	HNRNPCL4	2818
ENSG00000204505.5	PRAMEF9	3663
ENSG00000279169.3	PRAMEF13	3661
ENSG00000279804.3	PRAMEF18	3662
ENSG00000295394.1	ENSG00000295394	1674
ENSG00000250894.1	PRAMEF31P	3662
ENSG00000270601.5	PRAMEF5	3663
ENSG00000231219.1	PRAMEF32P	3662
ENSG00000207511.1	RNU6-771P	3950
ENSG00000182330.11	PRAMEF8	3663
ENSG00000237700.2	PRAMEF33	3662
ENSG00000204501.7	PRAMEF15	3662
ENSG00000228229.2	ENSG00000228229	582
ENSG00000204481.8	PRAMEF14	3661
ENSG00000204480.9	PRAMEF19	3662
ENSG00000204479.4	PRAMEF17	3662
ENSG00000204478.11	PRAMEF20	3662
ENSG00000307992.1	ENSG00000307992	2439
ENSG00000295011.1	ENSG00000295011	1650
ENSG00000162494.6	LRRC38	3149
ENSG00000301663.1	ENSG00000301663	2054
ENSG00000259961.2	ENSG00000259961	942
ENSG00000215909.3	BRWD1P1	163
ENSG00000162493.17	PDPN	3582
ENSG00000222952.1	RNA5SP41	3846
ENSG00000237445.2	ENSG00000237445	702
ENSG00000295237.1	ENSG00000295237	1664
ENSG00000253085.1	ENSG00000253085	810
ENSG00000116731.23	PRDM2	3664
ENSG00000289380.1	ENSG00000289380	1480
ENSG00000304226.1	ENSG00000304226	2210
ENSG00000189337.17	KAZN	2919
ENSG00000252151.1	RNU6-1265P	3904
ENSG00000231606.2	ENSG00000231606	628
ENSG00000234593.4	KAZN-AS1	2919
ENSG00000302124.1	ENSG00000302124	2082
