gene,r_squared
ENSG00000290825.2,0.7430522205752441
ENSG00000223972.6,
ENSG00000310526.1,0.861320649501158
ENSG00000243485.6,0.8278788430511511
ENSG00000237613.3,0.8713089198714525
ENSG00000308361.1,0.11774237194035997
ENSG00000290826.2,0.9100670212637747
ENSG00000268020.3,0.8340261303751213
ENSG00000186092.7,0.6368676856495533
ENSG00000241860.8,0.8356553947213328
ENSG00000308314.1,0.7382886771789733
ENSG00000233750.3,0.9202233694427202
ENSG00000308579.1,0.8522579174934927
ENSG00000268903.1,0.7812246506721904
ENSG00000269981.1,0.8234144123660684
ENSG00000239906.1,0.570530187727855
ENSG00000222623.1,
ENSG00000241599.1,
ENSG00000308415.1,0.97410745691823
ENSG00000310527.1,0.888515143686005
ENSG00000308625.1,0.7061021153026212
ENSG00000308544.1,
ENSG00000292994.2,0.926262428812525
ENSG00000286448.2,0.9631575916137375
ENSG00000236679.2,
ENSG00000236601.3,0.8505221619268231
ENSG00000290385.2,0.8958344298810194
ENSG00000269732.1,0.9638680511782594
ENSG00000284733.2,0.8936284408405635
ENSG00000233653.3,0.7681873935677912
ENSG00000250575.1,0.8084089497085543
ENSG00000278757.1,
ENSG00000293331.2,0.856956755775856
ENSG00000225880.7,0.744361054851514
ENSG00000235146.3,0.7321033843281508
ENSG00000225972.1,0.9497615303169896
ENSG00000225630.1,0.9419078128687093
ENSG00000237973.1,0.7333592585892044
ENSG00000229344.1,0.9674926981351831
ENSG00000240409.1,0.8230403175266099
ENSG00000248527.1,0.9655215445458061
ENSG00000198744.5,0.9752323439103568
ENSG00000268663.1,0.7793748578268348
ENSG00000284662.2,0.7105509481186125
ENSG00000230021.11,
ENSG00000229376.3,0.8936065070366871
ENSG00000223181.1,0.18592036339481066
ENSG00000229905.1,0.6957686430122443
ENSG00000237491.11,0.8191753292133334
ENSG00000177757.3,0.8694556136366747
ENSG00000228794.13,0.8373174508616734
ENSG00000297178.1,0.8102356114685729
ENSG00000297224.1,0.815801572140394
ENSG00000230368.3,0.8603937307832289
ENSG00000234711.1,0.9590012818409103
ENSG00000283040.1,0.6447691078814153
ENSG00000296088.1,0.7982337447245379
ENSG00000272438.2,0.8853606155651089
ENSG00000298603.1,0.5054799840414667
ENSG00000223764.3,0.7108148073114544
ENSG00000187634.13,0.7969497418219544
ENSG00000188976.11,0.9080479331634301
ENSG00000187961.15,0.8614159485568977
ENSG00000187583.11,0.8671663840567768
