gene,r_squared
ENSG00000290825.2,0.9593411821475153
ENSG00000223972.6,0.2848046215375083
ENSG00000310526.1,0.9037284977325367
ENSG00000243485.6,0.7851936028030247
ENSG00000237613.3,0.8855254059338227
ENSG00000308361.1,0.14439387264430636
ENSG00000290826.2,0.7465773718905515
ENSG00000268020.3,0.879532261007141
ENSG00000186092.7,0.950799259802672
ENSG00000241860.8,0.8834687648295995
ENSG00000308314.1,0.784336543783519
ENSG00000233750.3,0.9149908191131796
ENSG00000308579.1,0.8811499421542781
ENSG00000268903.1,0.9318598599911543
ENSG00000269981.1,0.812516724429901
ENSG00000239906.1,0.9381103065738862
ENSG00000222623.1,
ENSG00000241599.1,0.7632514741327203
ENSG00000308415.1,0.910896780392752
ENSG00000310527.1,0.8261054860485565
ENSG00000308625.1,0.9214521249686393
ENSG00000308544.1,0.8035325154157946
ENSG00000292994.2,0.8838885748703896
ENSG00000286448.2,0.873916449777357
ENSG00000236679.2,
ENSG00000236601.3,0.7520476703874628
ENSG00000290385.2,0.8549235291736255
ENSG00000269732.1,0.719372873188195
ENSG00000284733.2,0.860924620053402
ENSG00000233653.3,0.9136815517832358
ENSG00000250575.1,0.9730290365609101
ENSG00000278757.1,
ENSG00000293331.2,0.9048522508108203
ENSG00000225880.7,0.939661702672947
ENSG00000235146.3,0.8645652193811718
ENSG00000225972.1,0.968620580131279
ENSG00000225630.1,0.9632711151581835
ENSG00000237973.1,0.9189536175240899
ENSG00000229344.1,0.9888519399159174
ENSG00000240409.1,0.9022177142266131
ENSG00000248527.1,0.9856443629943484
ENSG00000198744.5,0.974767230719693
ENSG00000268663.1,0.7934994477943726
ENSG00000284662.2,0.8065554623750113
ENSG00000230021.11,
ENSG00000229376.3,0.9293003071907789
ENSG00000223181.1,0.5495954946473363
ENSG00000229905.1,0.7137433460512466
ENSG00000237491.11,0.8994488589506838
ENSG00000177757.3,0.9533882103633496
ENSG00000228794.13,0.9374150769115247
ENSG00000297178.1,0.9393544523309569
ENSG00000297224.1,0.9309351117729017
ENSG00000230368.3,0.8945988489750437
ENSG00000234711.1,0.9432933836977094
ENSG00000283040.1,0.8219379114440138
ENSG00000296088.1,0.9269831685035923
ENSG00000272438.2,0.8301546689086892
ENSG00000298603.1,0.8293794526218601
ENSG00000223764.3,0.844824633208433
ENSG00000187634.13,0.8753057929944796
ENSG00000188976.11,0.9183439139370464
ENSG00000187961.15,0.9348301276806648
ENSG00000187583.11,0.9318485438667604
ENSG00000187642.10,0.7229831339086288
ENSG00000303599.1,0.924882238561184
ENSG00000272512.1,0.9012851706731567
ENSG00000188290.11,0.9346275536832308
ENSG00000303623.1,0.8115908208836129
ENSG00000187608.10,0.8913484112546439
ENSG00000303614.1,0.8556151533288581
ENSG00000231702.2,0.8589359967828591
ENSG00000224969.1,0.8739203469749037
ENSG00000188157.16,0.865025805520316
ENSG00000291156.2,0.9286140855761688
