gene,r_squared
ENSG00000290825.2,0.9872460191605194
ENSG00000223972.6,
ENSG00000310526.1,0.7059495098725422
ENSG00000243485.6,0.79163216730379
ENSG00000237613.3,0.9904851088865564
ENSG00000308361.1,0.394065823127815
ENSG00000290826.2,0.9632478775888399
ENSG00000268020.3,0.9794221665464996
ENSG00000186092.7,0.9764968935146778
ENSG00000241860.8,0.9271369760854441
ENSG00000308314.1,0.4779402512030785
ENSG00000233750.3,0.874791849916198
ENSG00000308579.1,0.783154486741101
ENSG00000268903.1,0.8281517412726573
ENSG00000269981.1,0.8538167719030986
ENSG00000239906.1,0.06231807541603318
ENSG00000222623.1,
ENSG00000241599.1,
ENSG00000308415.1,0.9975527762724437
ENSG00000310527.1,0.7923939784651755
ENSG00000308625.1,0.7935215577672232
ENSG00000308544.1,
ENSG00000292994.2,0.8289058501098605
ENSG00000286448.2,0.9433351739813688
ENSG00000236679.2,
ENSG00000236601.3,0.9938334457712847
ENSG00000290385.2,0.9267470115536225
ENSG00000269732.1,0.9010772337881563
ENSG00000284733.2,0.9941461409429555
ENSG00000233653.3,0.9951200071970112
ENSG00000250575.1,0.9316871501692368
ENSG00000278757.1,
ENSG00000293331.2,0.8544266450257998
ENSG00000225880.7,0.7543759273107127
ENSG00000235146.3,0.9739384758118651
ENSG00000225972.1,0.9387564079698629
ENSG00000225630.1,0.986212443327921
ENSG00000237973.1,0.907782940451094
ENSG00000229344.1,0.9306707348568684
ENSG00000240409.1,0.7710919973880483
ENSG00000248527.1,0.972745596930624
ENSG00000198744.5,0.8849359734811436
ENSG00000268663.1,0.9194477282617406
ENSG00000284662.2,0.9713563157353227
ENSG00000230021.11,
ENSG00000229376.3,0.9091092693072862
ENSG00000223181.1,0.4053977048567675
ENSG00000229905.1,0.9345023059629107
ENSG00000237491.11,0.8031573022942062
ENSG00000177757.3,0.9615323276655774
ENSG00000228794.13,0.589500907112144
ENSG00000297178.1,0.9598621999178257
ENSG00000297224.1,0.9078457053974894
ENSG00000230368.3,0.98386888094378
ENSG00000234711.1,0.9011566409416842
ENSG00000283040.1,0.8987766944194703
ENSG00000296088.1,0.9644594462877926
ENSG00000272438.2,0.7322525557841615
ENSG00000298603.1,0.777335401015594
ENSG00000223764.3,0.8303766708389345
ENSG00000187634.13,0.7325885512336374
ENSG00000188976.11,0.6822261103891192
ENSG00000187961.15,0.7933398270523039
ENSG00000187583.11,0.9593690966298961
ENSG00000187642.10,0.9505725980161643
ENSG00000303599.1,0.964123747807364
ENSG00000272512.1,0.7046227858871328
ENSG00000188290.11,0.8199669153114756
ENSG00000303623.1,0.600126784485204
ENSG00000187608.10,0.8997100350143864
ENSG00000303614.1,0.8697703530224552
ENSG00000231702.2,0.796136321243467
ENSG00000224969.1,0.7364962415363898
ENSG00000188157.16,0.9092070438857162
ENSG00000291156.2,0.7281052611335068
ENSG00000273443.2,0.8378893701743169
ENSG00000217801.13,0.7513963684232033
ENSG00000304119.1,0.7883936399667999
ENSG00000304169.1,0.850522920216159
ENSG00000237330.3,0.982114601517821
ENSG00000131591.18,0.7184258535635883
ENSG00000285812.1,0.8755627460220465
ENSG00000299943.1,0.9595763653649537
ENSG00000223823.1,0.9881444527115304
ENSG00000304965.1,0.9185382162229765
ENSG00000207730.3,0.5670125437210627
ENSG00000207607.3,0.6115686936373022
ENSG00000198976.1,0.8891147190632072
ENSG00000272141.1,0.951298254646243
ENSG00000205231.1,0.9568217905774598
ENSG00000162571.14,0.9017245854718253
ENSG00000186891.14,0.8871523518580414
ENSG00000186827.12,0.8680668989411704
ENSG00000304412.1,0.32394784799836995
ENSG00000078808.20,0.8026438038556465
ENSG00000176022.7,0.7966930955838909
ENSG00000184163.3,0.7588082366971127
ENSG00000260179.1,0.9128482133895909
ENSG00000160087.21,0.7751211179135018
ENSG00000230415.2,0.6354960276522819
ENSG00000162572.21,0.7368809026113634
ENSG00000131584.19,0.8400763047130996
ENSG00000278073.1,0.6786065479232453
ENSG00000169972.13,0.8650084844007184
ENSG00000127054.22,0.7701712517673757
ENSG00000283712.1,0.48492917553416404
ENSG00000240731.1,0.7707893140545687
ENSG00000224051.7,0.8113029726075054
ENSG00000169962.5,0.777975746223903
ENSG00000107404.21,0.7786256948480087
ENSG00000284372.1,0.08019148185291047
ENSG00000304860.1,0.788708733209251
ENSG00000162576.17,0.846348380623399
ENSG00000175756.14,0.7900274370294436
ENSG00000223663.2,0.8917129419079634
ENSG00000221978.13,0.8426837353105697
ENSG00000224870.10,0.7366119507952309
ENSG00000242485.6,0.8213255803837295
ENSG00000301639.1,0.7381310892718893
ENSG00000272455.1,0.8751893837716997
ENSG00000235098.9,0.8054100661107115
ENSG00000225905.2,0.8430905531851164
ENSG00000205116.4,0.7215457472327573
ENSG00000225285.2,0.9553036749706916
ENSG00000179403.12,0.8196567620727069
ENSG00000215915.10,0.8165366744370838
ENSG00000160072.20,0.7816086851895643
ENSG00000290916.2,0.83158438304248
ENSG00000197785.14,0.7355234037268725
ENSG00000205090.10,0.7413044081381521
ENSG00000299413.1,0.8140926910711145
ENSG00000160075.12,0.7856593531567159
ENSG00000215014.5,0.688123667831839
ENSG00000274481.1,0.8501854231804192
ENSG00000228594.4,0.8246379638875668
ENSG00000286989.2,0.6025131330024482
ENSG00000272106.1,0.7898127488368958
ENSG00000197530.13,0.7381943086941931
ENSG00000189409.14,0.9227489051681574
ENSG00000248333.9,0.7639329089450502
ENSG00000272004.2,0.8371767780331051
ENSG00000189339.12,0.7446547536513024
ENSG00000293187.1,0.822624354883409
ENSG00000269737.3,0.8736633192061434
ENSG00000310190.1,0.8732353201045144
ENSG00000310238.1,0.9497242247485304
ENSG00000008128.23,0.8629043961788059
ENSG00000293188.2,0.7169086590868722
ENSG00000290854.2,0.6921111945515177
ENSG00000227775.4,0.8332841910633775
ENSG00000008130.15,0.7899974790715891
ENSG00000302550.1,0.6214759586310015
ENSG00000078369.19,0.7715429447539857
ENSG00000231050.4,0.6732633177489676
ENSG00000303984.1,
ENSG00000294910.1,0.8282960464142982
ENSG00000306476.1,0.8315689709593876
ENSG00000169885.10,0.8869620907057078
ENSG00000178821.13,0.7949438124182099
ENSG00000142609.20,0.8511686510023824
ENSG00000233542.3,0.9761559857428773
ENSG00000187730.9,0.8846931375477042
ENSG00000304958.1,0.8228861414972503
ENSG00000226969.2,0.31311032595956745
ENSG00000067606.17,0.6677944952410213
ENSG00000308181.1,0.8540672086851746
ENSG00000271806.1,0.9314393633900261
ENSG00000182873.5,0.8323859580452354
ENSG00000162585.17,0.7333810388648492
ENSG00000304038.1,0.8096379468615503
ENSG00000234396.3,0.8339239188708232
ENSG00000304143.1,0.9047287365316696
ENSG00000157933.11,0.8500476277878031
ENSG00000295493.1,0.9236818383267784
ENSG00000287356.2,0.8973885238843246
ENSG00000116151.14,0.7327011711527123
ENSG00000272161.1,0.9022146257350332
ENSG00000292993.1,0.8109083383173142
ENSG00000272420.1,0.8190602215342979
ENSG00000295371.1,0.8702894617436288
ENSG00000157916.20,0.7529414782473385
ENSG00000157911.11,0.7756277596931176
ENSG00000149527.18,0.7731710854297987
ENSG00000224387.1,0.728041000110661
ENSG00000229393.1,0.7501204794283607
ENSG00000157881.16,0.8143833263899396
ENSG00000197921.6,0.6114750986584525
ENSG00000272449.4,0.5123621523842397
ENSG00000238164.7,0.8192431221594936
ENSG00000307979.1,
ENSG00000157873.18,0.8097999785506017
ENSG00000225931.3,0.918044290964119
ENSG00000307958.1,0.8513745578228112
ENSG00000228037.2,0.794387473413164
ENSG00000289610.3,0.7475898001382073
ENSG00000157870.17,0.7716744809994228
ENSG00000142606.16,0.6102865321236227
ENSG00000237058.2,0.8638625939751708
ENSG00000215912.13,0.8765307471977086
ENSG00000285945.1,0.9213946488561667
ENSG00000283259.1,0.9186720120141647
ENSG00000233234.1,
ENSG00000287396.2,0.5584672438494739
ENSG00000231630.1,0.3276765295325399
ENSG00000302855.1,0.3983237371855467
ENSG00000295089.1,0.6510678890520099
ENSG00000300015.1,
ENSG00000284745.2,0.8383488152584366
ENSG00000169717.7,0.8212842282616302
ENSG00000177133.15,0.9039705670635623
ENSG00000142611.17,0.928609100219264
ENSG00000283572.1,
ENSG00000226286.1,0.7560581726128726
ENSG00000306427.1,0.9365402882421268
ENSG00000279839.1,0.8996463088650216
ENSG00000306439.1,0.9652959689031648
ENSG00000272235.1,0.9776210587520618
ENSG00000287828.2,0.9538101043739189
ENSG00000286518.1,0.988931652774322
ENSG00000295754.1,0.814833933648744
ENSG00000297626.1,0.5503296880951545
ENSG00000130762.15,0.7753243438135818
ENSG00000272088.1,0.8370950736600131
ENSG00000162591.17,0.8274387788029915
ENSG00000207776.1,
ENSG00000309127.1,
ENSG00000238260.4,0.8402434945601669
ENSG00000158109.15,0.6587847271835864
ENSG00000116213.16,0.8024711641325085
ENSG00000078900.16,0.907842333307592
ENSG00000227589.1,0.47728319904856353
ENSG00000235131.1,0.9521010214534743
ENSG00000293478.2,0.8771611367065224
ENSG00000162592.10,0.9736740983705328
ENSG00000296834.1,0.4543602076872961
ENSG00000235169.11,0.8292900099281246
ENSG00000130764.10,0.7548057122191469
ENSG00000266075.2,0.8421690973023302
ENSG00000272153.1,0.4852693172462994
ENSG00000116198.14,0.880148185073345
ENSG00000169598.17,0.8727414284125279
ENSG00000198912.12,0.7636816559564836
ENSG00000236423.9,0.9367164338017435
ENSG00000233304.8,0.7931188570923942
ENSG00000226374.4,0.9275244328550779
ENSG00000284668.3,0.8460812573979981
ENSG00000284703.2,0.9993422944682545
ENSG00000296871.1,0.19794384525126396
ENSG00000308587.1,0.20844297904842324
ENSG00000229280.1,0.35567199447466347
ENSG00000301255.1,
ENSG00000299169.1,0.26245055504639303
ENSG00000302287.1,
ENSG00000235054.5,0.7962372620698233
ENSG00000306535.1,
ENSG00000284694.1,0.5946401106322401
ENSG00000299517.1,
ENSG00000227169.2,
ENSG00000295490.1,
ENSG00000232596.3,0.9088936613930978
ENSG00000300565.1,0.6523424822337085
ENSG00000303830.1,0.960353549032641
ENSG00000196581.11,0.7637225358758982
ENSG00000287586.1,0.9278466292239813
ENSG00000284739.2,0.9238833373393917
ENSG00000284674.1,0.7395457512385339
ENSG00000309102.1,
ENSG00000309111.1,
ENSG00000231510.1,0.7736528693432005
ENSG00000296716.1,0.16466305335749243
ENSG00000302269.1,0.5479796276405755
ENSG00000306645.1,0.5809496189694647
ENSG00000284616.1,0.6918164012425136
ENSG00000302445.1,0.8194342862217341
ENSG00000302452.1,
ENSG00000295735.1,0.6907305031031497
ENSG00000284692.3,0.9312426959497875
ENSG00000284666.1,0.2666597380746002
ENSG00000260972.1,0.9392710722594988
ENSG00000299325.1,
ENSG00000283356.1,
ENSG00000289893.2,0.8338087284006919
ENSG00000264341.1,
ENSG00000295108.1,0.551067517272509
ENSG00000295122.1,0.8261970398808787
ENSG00000298180.1,
ENSG00000264101.1,
ENSG00000131697.18,0.7144777085587866
ENSG00000299539.1,0.9380794569837085
ENSG00000069424.16,0.751976103674795
ENSG00000116254.18,0.767984704599075
ENSG00000116251.11,0.737538487626707
