gene,r_squared
ENSG00000290825.2,0.9500106809006827
ENSG00000223972.6,
ENSG00000310526.1,0.8956463701438108
ENSG00000243485.6,0.7564784268961797
ENSG00000237613.3,0.9489397992748538
ENSG00000308361.1,0.5157571641637761
ENSG00000290826.2,0.9337222658128249
ENSG00000268020.3,0.8626794704015441
ENSG00000186092.7,0.9871120843728478
ENSG00000241860.8,0.927733813268644
ENSG00000308314.1,0.5985723785410805
ENSG00000233750.3,0.9465002542891507
ENSG00000308579.1,0.8713961049743271
ENSG00000268903.1,0.8708778996863796
ENSG00000269981.1,0.8088773637933196
ENSG00000239906.1,0.8380392748077613
ENSG00000222623.1,
ENSG00000241599.1,
ENSG00000308415.1,0.9991013115991271
ENSG00000310527.1,0.7976662410167614
ENSG00000308625.1,0.8663324381836148
ENSG00000308544.1,
ENSG00000292994.2,0.934759142677568
ENSG00000286448.2,0.7617598053497677
ENSG00000236679.2,
ENSG00000236601.3,0.9600418882476012
ENSG00000290385.2,0.9446487821567949
ENSG00000269732.1,0.9147318434468183
ENSG00000284733.2,0.8896360845414331
ENSG00000233653.3,0.915561010497442
ENSG00000250575.1,0.909940783314504
ENSG00000278757.1,
ENSG00000293331.2,0.9271184608853131
ENSG00000225880.7,0.8856996418931428
ENSG00000235146.3,0.9225892058376612
ENSG00000225972.1,0.9590925393348548
ENSG00000225630.1,0.9798925454153377
ENSG00000237973.1,0.8858152167653086
ENSG00000229344.1,0.9889325621287675
ENSG00000240409.1,0.9294917271680704
ENSG00000248527.1,0.9869096566125821
ENSG00000198744.5,0.9587971924200158
ENSG00000268663.1,0.8605651272811201
ENSG00000284662.2,0.8910784194653714
ENSG00000230021.11,
ENSG00000229376.3,0.9301422639639704
ENSG00000223181.1,0.521915623387375
ENSG00000229905.1,0.9207367163355744
ENSG00000237491.11,0.9039833487309898
ENSG00000177757.3,0.9567898093620393
ENSG00000228794.13,0.9499791108959061
ENSG00000297178.1,0.9083612265077505
ENSG00000297224.1,0.915338647812465
ENSG00000230368.3,0.8395321644976663
ENSG00000234711.1,0.7734147154348348
ENSG00000283040.1,0.8557993270248175
ENSG00000296088.1,0.826737652698585
ENSG00000272438.2,0.8824401712398602
ENSG00000298603.1,0.8724760596034382
ENSG00000223764.3,0.9112263033927839
ENSG00000187634.13,0.8529658374375835
ENSG00000188976.11,0.9720449733841754
ENSG00000187961.15,0.9460217200911073
ENSG00000187583.11,0.9602112459920141
ENSG00000187642.10,0.9930888450987541
ENSG00000303599.1,0.8266947789178575
ENSG00000272512.1,0.9015154347519129
ENSG00000188290.11,0.9635767899223623
ENSG00000303623.1,0.8970936898803801
ENSG00000187608.10,0.9698937637494937
ENSG00000303614.1,0.9690704350045831
ENSG00000231702.2,0.8324954351994235
ENSG00000224969.1,0.9337113781148717
ENSG00000188157.16,0.9634941246100241
ENSG00000291156.2,0.9630354362727016
ENSG00000273443.2,0.9416810673085886
ENSG00000217801.13,0.831220823294146
ENSG00000304119.1,0.9810930128042715
ENSG00000304169.1,0.8219860258562636
ENSG00000237330.3,0.9964241022417509
ENSG00000131591.18,0.9103775769886442
ENSG00000285812.1,0.9664256007415877
ENSG00000299943.1,0.8984646443701976
ENSG00000223823.1,0.9877764324815363
ENSG00000304965.1,0.812601808827065
ENSG00000207730.3,0.7910325012125111
ENSG00000207607.3,0.6479528172400129
ENSG00000198976.1,0.7624011891248448
ENSG00000272141.1,0.9908595186102358
ENSG00000205231.1,0.9965479159999625
ENSG00000162571.14,0.9932749792189588
ENSG00000186891.14,0.9370136786073421
ENSG00000186827.12,0.9365977949574079
ENSG00000304412.1,0.014860676134824002
ENSG00000078808.20,0.9598422404093262
ENSG00000176022.7,0.9439806177616081
ENSG00000184163.3,0.8957876042811342
ENSG00000260179.1,0.9269708452406109
ENSG00000160087.21,0.9274485912131176
ENSG00000230415.2,0.882885312489861
ENSG00000162572.21,0.8589138569991908
ENSG00000131584.19,0.8618298550164536
ENSG00000278073.1,0.45327027780134643
ENSG00000169972.13,0.9571493529138991
ENSG00000127054.22,0.9493375726490519
ENSG00000283712.1,0.21728576487922535
ENSG00000240731.1,0.9205735172909186
ENSG00000224051.7,0.9296188479859819
ENSG00000169962.5,0.9586485621072112
ENSG00000107404.21,0.941459471944982
ENSG00000284372.1,0.41501939045234315
ENSG00000304860.1,0.8622453902752354
ENSG00000162576.17,0.8233074339347782
ENSG00000175756.14,0.927842119261672
ENSG00000223663.2,0.8880189638328172
ENSG00000221978.13,0.9325831438316968
ENSG00000224870.10,0.9195651033018122
ENSG00000242485.6,0.9490424982394278
ENSG00000301639.1,0.886839950365484
ENSG00000272455.1,0.8872035633154389
ENSG00000235098.9,0.923293444508478
ENSG00000225905.2,0.8859621878785913
ENSG00000205116.4,0.9588925170711186
ENSG00000225285.2,0.9103431211789509
ENSG00000179403.12,0.9171672556351
ENSG00000215915.10,0.8944633875523312
ENSG00000160072.20,0.9175773053680377
ENSG00000290916.2,0.9720369598882712
ENSG00000197785.14,0.9512124042588576
ENSG00000205090.10,0.8198755791894906
ENSG00000299413.1,0.7997141121660376
ENSG00000160075.12,0.954431600823416
ENSG00000215014.5,0.9232598721719224
ENSG00000274481.1,0.926645247088622
ENSG00000228594.4,0.9047681603905104
ENSG00000286989.2,0.9278369516987446
ENSG00000272106.1,0.9093762517573755
ENSG00000197530.13,0.8709811179670317
ENSG00000189409.14,0.9138209360344389
ENSG00000248333.9,0.9125602943082722
ENSG00000272004.2,0.8576895802149678
ENSG00000189339.12,0.9474585074358878
ENSG00000293187.1,0.9245445656389358
ENSG00000269737.3,0.9464101739222329
ENSG00000310190.1,0.9405217116450224
ENSG00000310238.1,0.7538198088072967
ENSG00000008128.23,0.9725516728615622
ENSG00000293188.2,0.9549843788049197
ENSG00000290854.2,0.9541392738283959
ENSG00000227775.4,0.9028095222699624
ENSG00000008130.15,0.9448337503202889
ENSG00000302550.1,0.9078294857625309
ENSG00000078369.19,0.872035840723874
ENSG00000231050.4,0.8617229439332668
ENSG00000303984.1,
ENSG00000294910.1,0.8178462426716928
ENSG00000306476.1,0.7744384141754088
ENSG00000169885.10,0.9112269697432929
ENSG00000178821.13,0.9590443996383796
ENSG00000142609.20,0.9935446456567885
ENSG00000233542.3,0.9459937148823887
ENSG00000187730.9,0.9743335670299071
ENSG00000304958.1,0.7947409337696892
ENSG00000226969.2,0.8516062794376014
ENSG00000067606.17,0.9282027964785723
ENSG00000308181.1,0.7009123446091592
ENSG00000271806.1,0.9474139519807779
ENSG00000182873.5,0.903901175167185
ENSG00000162585.17,0.9201263735065601
ENSG00000304038.1,0.8762831705184082
ENSG00000234396.3,0.7202600134898083
ENSG00000304143.1,0.8387854598679994
ENSG00000157933.11,0.9493442540462445
ENSG00000295493.1,0.7879294104013475
ENSG00000287356.2,0.8880056071443545
ENSG00000116151.14,0.9364142532126726
ENSG00000272161.1,0.8839965684207577
ENSG00000292993.1,0.8698790472287512
ENSG00000272420.1,0.9239000727164872
ENSG00000295371.1,0.7844338989863311
ENSG00000157916.20,0.9466144690623635
ENSG00000157911.11,0.9421151885114231
ENSG00000149527.18,0.982793863478551
ENSG00000224387.1,0.8014327120795655
ENSG00000229393.1,0.7075999200051428
ENSG00000157881.16,0.9191085731081569
ENSG00000197921.6,0.9426648755438974
ENSG00000272449.4,0.9384256162996136
ENSG00000238164.7,0.9169710337909872
ENSG00000307979.1,
ENSG00000157873.18,0.8027875239938266
ENSG00000225931.3,0.9431892689640502
ENSG00000307958.1,0.8129403600663143
ENSG00000228037.2,0.9294186536984186
ENSG00000289610.3,0.8945758002512865
ENSG00000157870.17,0.9198087596530302
ENSG00000142606.16,0.9145198087515548
ENSG00000237058.2,0.9979843618072053
ENSG00000215912.13,0.9263319336293003
ENSG00000285945.1,0.9626359732615649
ENSG00000283259.1,0.6265219822682575
ENSG00000233234.1,7.0461414480860185e-12
ENSG00000287396.2,0.5214553293557345
ENSG00000231630.1,
ENSG00000302855.1,
ENSG00000295089.1,
ENSG00000300015.1,
ENSG00000284745.2,0.8440573500309594
ENSG00000169717.7,0.9978513017470741
ENSG00000177133.15,0.8135449811925713
