gene,r_squared
ENSG00000290825.2,0.9477084202316955
ENSG00000223972.6,
ENSG00000310526.1,0.8972181490840376
ENSG00000243485.6,0.959295670337633
ENSG00000237613.3,0.9264183756100641
ENSG00000308361.1,0.3318034743578404
ENSG00000290826.2,0.8820907770085911
ENSG00000268020.3,0.8968850746441976
ENSG00000186092.7,0.9879124100549652
ENSG00000241860.8,0.9522088530917708
ENSG00000308314.1,0.8638394491938071
ENSG00000233750.3,0.9948118711703873
ENSG00000308579.1,0.9128853468566963
ENSG00000268903.1,0.9617343483812916
ENSG00000269981.1,0.9077868673642148
ENSG00000239906.1,0.8605837321840507
ENSG00000222623.1,
ENSG00000241599.1,
ENSG00000308415.1,0.9986916622727404
ENSG00000310527.1,0.9004017405223717
ENSG00000308625.1,0.806640878814889
ENSG00000308544.1,
ENSG00000292994.2,0.922078510593718
ENSG00000286448.2,0.9749405540876803
ENSG00000236679.2,
ENSG00000236601.3,0.9266581891303183
ENSG00000290385.2,0.8674410327475163
ENSG00000269732.1,0.8646420669861499
ENSG00000284733.2,0.8475038895634379
ENSG00000233653.3,0.9445218156826194
ENSG00000250575.1,0.917298409488539
ENSG00000278757.1,0.6082044891857032
ENSG00000293331.2,0.964158026706889
ENSG00000225880.7,0.8576773153393664
ENSG00000235146.3,0.9398771641504218
ENSG00000225972.1,0.9674591969387573
ENSG00000225630.1,0.9765773561457702
ENSG00000237973.1,0.9658479555268621
ENSG00000229344.1,0.9847138907706009
ENSG00000240409.1,0.9366210216408097
ENSG00000248527.1,0.9915724822022102
ENSG00000198744.5,0.9644342868634285
ENSG00000268663.1,0.8248808287958409
ENSG00000284662.2,0.8433867112044555
ENSG00000230021.11,
ENSG00000229376.3,0.9200893985675295
ENSG00000223181.1,0.5949785292650872
ENSG00000229905.1,0.8829509771188156
ENSG00000237491.11,0.8081982478199011
ENSG00000177757.3,0.9148909643782575
ENSG00000228794.13,0.910206687433908
ENSG00000297178.1,0.939979474545047
ENSG00000297224.1,0.9246699076594476
ENSG00000230368.3,0.9328409303366418
ENSG00000234711.1,0.9490166011176656
ENSG00000283040.1,0.9130492695660394
ENSG00000296088.1,0.8817017229157685
ENSG00000272438.2,0.9538382201419833
ENSG00000298603.1,0.9010419860868224
ENSG00000223764.3,0.919985286405605
ENSG00000187634.13,0.8081424297939067
ENSG00000188976.11,0.8062359020143229
ENSG00000187961.15,0.9484481089606938
ENSG00000187583.11,0.5695974649670459
ENSG00000187642.10,0.9723556311310088
ENSG00000303599.1,0.9243634643023475
ENSG00000272512.1,0.9070477387322105
ENSG00000188290.11,0.8837718678437095
ENSG00000303623.1,0.8425753524891584
ENSG00000187608.10,0.9615614748545314
ENSG00000303614.1,0.8764145507908816
ENSG00000231702.2,0.7225915275004082
ENSG00000224969.1,0.8682028883888278
ENSG00000188157.16,0.7286414611661042
ENSG00000291156.2,0.7830982429698117
ENSG00000273443.2,0.9501726642772436
ENSG00000217801.13,0.5709802810007885
ENSG00000304119.1,0.8450579117320538
ENSG00000304169.1,0.952648924852528
ENSG00000237330.3,0.8680078994240688
ENSG00000131591.18,0.7677205352801524
ENSG00000285812.1,0.9256409584558174
ENSG00000299943.1,0.887210491591812
ENSG00000223823.1,0.9294269813261248
ENSG00000304965.1,0.9309860442312892
ENSG00000207730.3,0.761522741390435
ENSG00000207607.3,0.8357184642914948
ENSG00000198976.1,0.7795456465255753
ENSG00000272141.1,0.7848113890064395
ENSG00000205231.1,0.8982614549392801
ENSG00000162571.14,0.9269370069760997
ENSG00000186891.14,0.9116739534402043
ENSG00000186827.12,0.9189905383970005
ENSG00000304412.1,0.15367110257387462
ENSG00000078808.20,0.9409096237519844
ENSG00000176022.7,0.9111481508834052
ENSG00000184163.3,0.9178312293399437
ENSG00000260179.1,0.9381590709296515
ENSG00000160087.21,0.9432729581123298
ENSG00000230415.2,0.8987893168675501
ENSG00000162572.21,0.8786989099431822
ENSG00000131584.19,0.9682473638635111
ENSG00000278073.1,0.595711163378766
ENSG00000169972.13,0.9137345754420808
ENSG00000127054.22,0.900190307708672
ENSG00000283712.1,0.6986772547116522
ENSG00000240731.1,0.8206799348497877
ENSG00000224051.7,0.9673557232536453
ENSG00000169962.5,0.8923229235535619
ENSG00000107404.21,0.9308224284573132
ENSG00000284372.1,0.3638207650395532
ENSG00000304860.1,0.8898713204817181
ENSG00000162576.17,0.9265361534873958
ENSG00000175756.14,0.9101112294736484
ENSG00000223663.2,0.9438868138436511
ENSG00000221978.13,0.8890022565982262
ENSG00000224870.10,0.8529893335170615
ENSG00000242485.6,0.9651711470970286
ENSG00000301639.1,0.9505263199537651
ENSG00000272455.1,0.9060421937901487
ENSG00000235098.9,0.9229841266905312
ENSG00000225905.2,0.8154956961157921
ENSG00000205116.4,0.9101401019988034
ENSG00000225285.2,0.9098977400308281
ENSG00000179403.12,0.9289027250999646
ENSG00000215915.10,0.7300236663534285
ENSG00000160072.20,0.9372393803869349
ENSG00000290916.2,0.9950093197579779
ENSG00000197785.14,0.9645857039200767
ENSG00000205090.10,0.9046541514346406
ENSG00000299413.1,0.8474018043237992
ENSG00000160075.12,0.9013827415289034
ENSG00000215014.5,0.8794360957574181
ENSG00000274481.1,0.8554395730698477
ENSG00000228594.4,0.8594568320985545
ENSG00000286989.2,0.9300440426972197
ENSG00000272106.1,0.8856077998068693
ENSG00000197530.13,0.9605432489677108
ENSG00000189409.14,0.9562262815011343
ENSG00000248333.9,0.960901529846491
ENSG00000272004.2,0.7940724859357198
ENSG00000189339.12,0.91584277268352
ENSG00000293187.1,0.8760517272317577
ENSG00000269737.3,0.8917908855224786
ENSG00000310190.1,0.9045602155348668
ENSG00000310238.1,0.8297490890925181
ENSG00000008128.23,0.966268275493835
ENSG00000293188.2,0.8919564727653815
ENSG00000290854.2,0.9234028424334507
ENSG00000227775.4,0.858053410604523
ENSG00000008130.15,0.918608302266503
ENSG00000302550.1,0.8850077986605819
ENSG00000078369.19,0.9538244980298152
ENSG00000231050.4,0.9335021443039127
ENSG00000303984.1,
ENSG00000294910.1,0.7544884023712404
ENSG00000306476.1,0.8453086120232781
ENSG00000169885.10,0.9317039290684028
ENSG00000178821.13,0.8911708179504817
ENSG00000142609.20,0.9462206216947581
ENSG00000233542.3,0.9474999514076606
ENSG00000187730.9,0.9130891310330916
ENSG00000304958.1,0.8010713267306263
ENSG00000226969.2,0.636117815215667
ENSG00000067606.17,0.638026340781976
ENSG00000308181.1,0.9277717804330612
ENSG00000271806.1,0.9346732819267979
ENSG00000182873.5,0.32507387378887187
ENSG00000162585.17,0.9295563315402823
ENSG00000304038.1,0.8718593961136312
ENSG00000234396.3,0.7137922007126519
ENSG00000304143.1,0.8448915422429675
ENSG00000157933.11,0.937709959689591
ENSG00000295493.1,0.8727184458179428
ENSG00000287356.2,0.7949940452195037
ENSG00000116151.14,0.5799474757187753
ENSG00000272161.1,0.8396267048938326
ENSG00000292993.1,0.7655699676317776
ENSG00000272420.1,0.8719874071789295
ENSG00000295371.1,
ENSG00000157916.20,0.9249177726687811
ENSG00000157911.11,0.9197348709921326
ENSG00000149527.18,0.5854423905752332
ENSG00000224387.1,0.8871182974147831
ENSG00000229393.1,0.9231556947211853
ENSG00000157881.16,0.8832141576506085
ENSG00000197921.6,0.9077155675032067
ENSG00000272449.4,0.9410934893130986
ENSG00000238164.7,0.8395200541543342
ENSG00000307979.1,
ENSG00000157873.18,0.8727868082883872
ENSG00000225931.3,0.9269179847694111
ENSG00000307958.1,0.9080442720496482
ENSG00000228037.2,0.9400773812274436
ENSG00000289610.3,0.8767839007795837
ENSG00000157870.17,0.8787212393527487
ENSG00000142606.16,0.8425830501418892
ENSG00000237058.2,0.9360862571135103
ENSG00000215912.13,0.7412988258989961
ENSG00000285945.1,0.9399388769458421
ENSG00000283259.1,0.8269045496454734
ENSG00000233234.1,
ENSG00000287396.2,0.5209217279751053
ENSG00000231630.1,
