gene,genename,n_obs,frac_at_floor,is_zero_inflated,n_modes,shapiro_p,shapiro_bh_reject,dagostino_p,anderson_stat,skew,kurt,mle_mu,mle_sigma,mle_sigma_dist,d_aic,d_aic_threshold,mle_success,r_squared,sigma_span_ratio,sigma_span_ok,x0_in_range,n_obs_ok,support_ok,qc_pass,dist_class
ENSG00000290825.2,DDX11L16,684,0.9985380116959064,True,,,False,,,,,,,,,,False,0.963470060858698,0.0026082376193267,False,True,True,False,False,zero_inflated
ENSG00000223972.6,DDX11L1,684,1.0,True,,,False,,,,,,,,,,False,1.0,,False,False,True,False,False,zero_inflated
ENSG00000310526.1,WASH7P,684,0.0,False,1.0,0.0012234901437302,True,0.0007694594861568,1.180844720268624,0.3411296719928299,0.2210718679724816,1.359918775739941,0.5198224481513399,3.9066599574615775,0.0637893877947135,6.134444623503361,True,0.9408963681132548,0.1384562096138022,True,True,True,True,True,right_skewed
ENSG00000243485.6,MIR1302-2HG,684,0.9853801169590644,True,,,False,,,,,,,,,,False,0.9709953536578204,0.0080458555135868,False,True,True,False,False,zero_inflated
ENSG00000237613.3,FAM138A,684,0.9970760233918128,True,,,False,,,,,,,,,,False,0.9664065886421712,0.0029838019023616,False,True,True,False,False,zero_inflated
ENSG00000308361.1,ENSG00000308361,684,0.9912280701754386,True,,,False,,,,,,,,,,False,0.9998671893769816,0.0035737404621863,False,True,True,False,False,zero_inflated
ENSG00000290826.2,ENSG00000290826,684,0.9619883040935672,True,,,False,,,,,,,,,,False,0.9746216105670756,0.0073435235950091,False,True,True,False,False,zero_inflated
ENSG00000268020.3,OR4G4P,684,0.9766081871345028,True,,,False,,,,,,,,,,False,0.9464749410966912,0.0029216575282616,False,True,True,False,False,zero_inflated
ENSG00000186092.7,OR4F5,684,0.9385964912280702,True,,,False,,,,,,,,,,False,0.974149463469829,0.0812408467445572,True,True,True,False,False,zero_inflated
ENSG00000241860.8,ENSG00000241860,684,0.8801169590643275,True,,,False,,,,,,,,,,False,0.9186499914555812,0.1068036266305152,True,True,True,False,False,zero_inflated
ENSG00000308314.1,ENSG00000308314,684,1.0,True,,,False,,,,,,,,,,False,0.999583720305028,0.0005884953046209,False,True,True,False,False,zero_inflated
ENSG00000233750.3,CICP27,684,0.904970760233918,True,,,False,,,,,,,,,,False,0.8103685926359432,1.6232069186946434,False,False,True,False,False,zero_inflated
ENSG00000308579.1,ENSG00000308579,684,0.0,False,1.0,1.2388229528579757e-06,True,2.4979560591741043e-05,2.751302536192952,-0.3756974729475912,-0.3798054359946974,3.00307131682388,1.1767301067351816,2.003084004332912,24.46291425039135,6.134444623503361,True,0.8753108680070923,0.2022499334481364,True,True,True,True,True,right_truncated
ENSG00000268903.1,ENSG00000268903,684,0.1023391812865497,False,1.0,2.5834354798675357e-11,True,1.1414088328781283e-08,4.242435969691996,0.5998449786318149,0.1020684146636314,0.2477343463798275,0.8139505355314326,3.788733791732598,0.1030534270225871,6.134444623503361,True,0.9038413302175006,0.2689059737936227,True,True,True,True,True,right_skewed
ENSG00000269981.1,ENSG00000269981,684,0.0014619883040935,False,1.0,2.2451081453999525e-08,True,2.783552570755741e-07,3.503355544466558,-0.5410533846699347,0.0220575167303258,3.1369326144272733,1.153414142852456,2.0758878302404296,20.98089945345714,6.134444623503361,True,0.888462036975265,0.1640959406750808,True,True,True,True,True,right_truncated
ENSG00000239906.1,ENSG00000239906,684,0.9195906432748538,True,,,False,,,,,,,,,,False,0.9947450937255268,0.0074997573313733,False,True,True,False,False,zero_inflated
ENSG00000222623.1,RNU6-1100P,684,0.986842105263158,True,,,False,,,,,,,,,,False,0.9999663853478374,0.0029531468525943,False,True,True,False,False,zero_inflated
ENSG00000241599.1,ENSG00000241599,684,0.9956140350877192,True,,,False,,,,,,,,,,False,0.9922522500441682,0.0099474907092975,False,True,True,False,False,zero_inflated
