gene,genename,n_obs,frac_at_floor,is_zero_inflated,n_modes,shapiro_p,shapiro_bh_reject,dagostino_p,anderson_stat,skew,kurt,mle_mu,mle_sigma,mle_sigma_dist,d_aic,d_aic_threshold,mle_success,r_squared,sigma_span_ratio,sigma_span_ok,x0_in_range,n_obs_ok,support_ok,qc_pass,dist_class
ENSG00000290825.2,DDX11L16,104,0.9903846153846154,True,,,False,,,,,,,,,,False,0.9889510700570845,0.341826222172317,True,False,True,False,False,zero_inflated
ENSG00000223972.6,DDX11L1,104,1.0,True,,,False,,,,,,,,,,False,1.0,,False,False,True,False,False,zero_inflated
ENSG00000310526.1,WASH7P,104,0.0,False,1.0,0.0008331636850701181,True,0.00647881449790255,1.3635765935370898,0.7604297810375497,0.2686040087737198,0.48502125103504684,0.5677559229592184,3.141865660098049,0.169548514222015,5.877876666917185,True,0.3961718075767169,0.21059924143234127,True,True,True,True,True,right_skewed
ENSG00000243485.6,MIR1302-2HG,104,0.9807692307692307,True,,,False,,,,,,,,,,False,0.9710348692796964,0.001293142935463369,False,True,True,False,False,zero_inflated
ENSG00000237613.3,FAM138A,104,0.9903846153846154,True,,,False,,,,,,,,,,False,0.9314873992869731,0.15975430729619722,True,False,True,False,False,zero_inflated
ENSG00000308361.1,ENSG00000308361,104,1.0,True,,,False,,,,,,,,,,False,0.9938035294363217,0.007836504822613869,False,True,True,False,False,zero_inflated
ENSG00000290826.2,ENSG00000290826,104,0.9615384615384616,True,,,False,,,,,,,,,,False,0.857821404578145,0.34851825502478434,True,False,True,False,False,zero_inflated
ENSG00000268020.3,OR4G4P,104,0.9615384615384616,True,,,False,,,,,,,,,,False,0.9628681954180712,0.06030181028756571,True,True,True,False,False,zero_inflated
ENSG00000186092.7,OR4F5,104,0.9326923076923077,True,,,False,,,,,,,,,,False,0.9583162573547948,0.04763943409305378,False,True,True,False,False,zero_inflated
ENSG00000241860.8,ENSG00000241860,104,0.9903846153846154,True,,,False,,,,,,,,,,False,0.8346608122433126,0.07033100461412162,True,True,True,False,False,zero_inflated
ENSG00000308314.1,ENSG00000308314,104,1.0,True,,,False,,,,,,,,,,False,0.9964159740312212,0.006463798568100549,False,True,True,False,False,zero_inflated
ENSG00000233750.3,CICP27,104,1.0,True,,,False,,,,,,,,,,False,0.7641583569929581,0.975292503270532,True,False,True,False,False,zero_inflated
