gene,genename,n_obs,frac_at_floor,is_zero_inflated,n_modes,shapiro_p,shapiro_bh_reject,dagostino_p,anderson_stat,skew,kurt,mle_mu,mle_sigma,mle_sigma_dist,d_aic,d_aic_threshold,mle_success,r_squared,sigma_span_ratio,sigma_span_ok,x0_in_range,n_obs_ok,support_ok,qc_pass,dist_class
ENSG00000290825.2,DDX11L16,651,0.998463901689708,True,,,False,,,,,,,,,,False,0.9499761940917216,0.0017799152060966,False,True,True,False,False,zero_inflated
ENSG00000223972.6,DDX11L1,651,1.0,True,,,False,,,,,,,,,,False,1.0,,False,False,True,False,False,zero_inflated
ENSG00000310526.1,WASH7P,651,0.0,False,1.0,0.1342196787539517,False,0.132140802720702,0.7799587013444125,-0.0746964376105013,-0.3174491956844241,1.2370656981897985,0.5154687162343601,3.0644064922016905,1.370832910033755,6.076253275252975,True,0.8943062333594615,0.1896713075432479,True,True,True,True,True,normal
ENSG00000243485.6,MIR1302-2HG,651,0.9969278033794164,True,,,False,,,,,,,,,,False,0.983740246732846,0.0038004925962498,False,True,True,False,False,zero_inflated
ENSG00000237613.3,FAM138A,651,0.998463901689708,True,,,False,,,,,,,,,,False,0.9522997165343516,0.0034470557563987,False,True,True,False,False,zero_inflated
ENSG00000308361.1,ENSG00000308361,651,0.9938556067588326,True,,,False,,,,,,,,,,False,0.9999015662788556,0.0011785515877339,False,True,True,False,False,zero_inflated
ENSG00000290826.2,ENSG00000290826,651,0.9662058371735792,True,,,False,,,,,,,,,,False,0.9529905286879125,4.2595267048817583e-05,False,True,True,False,False,zero_inflated
ENSG00000268020.3,OR4G4P,651,0.9754224270353302,True,,,False,,,,,,,,,,False,0.8655591588513251,0.0809888464554019,True,False,True,False,False,zero_inflated
ENSG00000186092.7,OR4F5,651,0.956989247311828,True,,,False,,,,,,,,,,False,0.9976304057766462,0.0587913159477626,True,False,True,False,False,zero_inflated
ENSG00000241860.8,ENSG00000241860,651,0.967741935483871,True,,,False,,,,,,,,,,False,0.938917973112688,0.1540222229686682,True,True,True,False,False,zero_inflated
ENSG00000308314.1,ENSG00000308314,651,1.0,True,,,False,,,,,,,,,,False,0.9988925893670616,0.0032746960798551,False,True,True,False,False,zero_inflated
ENSG00000233750.3,CICP27,651,0.989247311827957,True,,,False,,,,,,,,,,False,0.9041813940934688,0.7517242338334725,True,False,True,False,False,zero_inflated
ENSG00000308579.1,ENSG00000308579,651,0.0030721966205837,False,1.0,7.843876862192619e-07,True,5.570162816075305e-06,3.0486752258685783,-0.4900717924946294,0.0531254664122311,2.1964926272917085,0.9878259241601364,2.3614236747192323,10.321672338125609,6.076253275252975,True,0.8994635886519746,0.16221585680146,True,True,True,True,True,right_truncated
ENSG00000268903.1,ENSG00000268903,651,0.1781874039938556,False,1.0,1.173629347278228e-10,True,3.83377422291827e-06,3.9070286396902247,0.4247375946950154,-0.4045904780749652,-0.1381029225804335,0.5820898215388871,3.125277655254556,1.1217044909910785,6.076253275252975,True,0.5977699804727916,0.5600914011171425,True,True,True,True,True,right_skewed
ENSG00000269981.1,ENSG00000269981,651,0.0061443932411674,False,1.0,1.1883622068947269e-08,True,7.148944569595514e-08,4.389831398963906,-0.5785240213842748,0.125620739485702,2.3964808974232925,1.0491282583888497,2.489918173447354,7.44060028127592,6.076253275252975,True,0.9145875461095688,0.1411232135103192,True,True,True,True,True,right_truncated
ENSG00000239906.1,ENSG00000239906,651,0.9493087557603688,True,,,False,,,,,,,,,,False,0.9955443519196486,0.0030397328024034,False,True,True,False,False,zero_inflated
ENSG00000222623.1,RNU6-1100P,651,0.9815668202764976,True,,,False,,,,,,,,,,False,0.9999539716266116,0.0030307114503423,False,True,True,False,False,zero_inflated
ENSG00000241599.1,ENSG00000241599,651,0.9953917050691244,True,,,False,,,,,,,,,,False,0.9927177890147828,0.0088249615013992,False,True,True,False,False,zero_inflated
ENSG00000308415.1,DDX11L2,651,0.9646697388632872,True,,,False,,,,,,,,,,False,0.99824462558268,0.0572281731573738,True,False,True,False,False,zero_inflated
ENSG00000310527.1,WASH9P,651,0.0,False,1.0,0.4784887989863945,False,0.7591811077820834,0.4514487337370383,-0.039457721562062,-0.1335386741470978,1.198153178175322,0.4915201606117479,2.901739775465507,2.297144860266485,6.076253275252975,True,0.8870908316568766,0.1766824787337576,True,True,True,True,True,normal
ENSG00000308625.1,ENSG00000308625,651,0.8817204301075269,True,,,False,,,,,,,,,,False,0.987576039529008,0.0077025155858647,False,True,True,False,False,zero_inflated
