gene,genename,n_obs,frac_at_floor,is_zero_inflated,n_modes,shapiro_p,shapiro_bh_reject,dagostino_p,anderson_stat,skew,kurt,mle_mu,mle_sigma,mle_sigma_dist,d_aic,d_aic_threshold,mle_success,r_squared,sigma_span_ratio,sigma_span_ok,x0_in_range,n_obs_ok,support_ok,qc_pass,dist_class
ENSG00000290825.2,DDX11L16,714,0.9985994397759104,True,,,False,,,,,,,,,,False,0.9751820209776724,0.004215630612343,False,True,True,False,False,zero_inflated
ENSG00000223972.6,DDX11L1,714,1.0,True,,,False,,,,,,,,,,False,1.0,,False,False,True,False,False,zero_inflated
ENSG00000310526.1,WASH7P,714,0.0,False,1.0,0.0813804904970584,False,0.0895432189864943,0.6068208656568004,0.2009903431520164,-0.0036799801313724,0.8022621661805375,0.3965000736798962,3.150958543479686,1.1290900331807734,6.061973781708967,True,0.9520591549599786,0.1503134844438267,True,True,True,True,True,right_skewed
ENSG00000243485.6,MIR1302-2HG,714,1.0,True,,,False,,,,,,,,,,False,0.9861295894350603,0.0082387213735403,False,True,True,False,False,zero_inflated
ENSG00000237613.3,FAM138A,714,1.0,True,,,False,,,,,,,,,,False,0.9743545241355112,0.0075435725796133,False,True,True,False,False,zero_inflated
ENSG00000308361.1,ENSG00000308361,714,0.9943977591036416,True,,,False,,,,,,,,,,False,0.9998537226741676,0.0019474554235723,False,True,True,False,False,zero_inflated
ENSG00000290826.2,ENSG00000290826,714,0.9705882352941176,True,,,False,,,,,,,,,,False,0.9637797351285192,0.0036541017918991,False,True,True,False,False,zero_inflated
ENSG00000268020.3,OR4G4P,714,0.9719887955182072,True,,,False,,,,,,,,,,False,0.9666948116139256,0.0034904433420237,False,True,True,False,False,zero_inflated
ENSG00000186092.7,OR4F5,714,0.9425770308123248,True,,,False,,,,,,,,,,False,0.990331432914435,0.0532767844588028,True,True,True,False,False,zero_inflated
ENSG00000241860.8,ENSG00000241860,714,0.8865546218487395,True,,,False,,,,,,,,,,False,0.9422341990392786,0.1425361919296016,True,True,True,False,False,zero_inflated
ENSG00000308314.1,ENSG00000308314,714,0.9971988795518208,True,,,False,,,,,,,,,,False,0.9966054670401584,0.0028532766423021,False,True,True,False,False,zero_inflated
ENSG00000233750.3,CICP27,714,0.9957983193277312,True,,,False,,,,,,,,,,False,0.8157069460684128,0.0049384063719782,False,True,True,False,False,zero_inflated
ENSG00000308579.1,ENSG00000308579,714,0.0028011204481792,False,1.0,0.0111216344747852,True,0.0089746437994904,0.6831562341753852,0.2769608413969045,0.0999335262472373,1.587211206776013,0.9396905458776226,3.431297093336368,0.4229167972323466,6.061973781708967,True,0.9431474280561358,0.1581039502005608,True,True,True,True,True,right_skewed
ENSG00000268903.1,ENSG00000268903,714,0.3319327731092437,True,,,False,,,,,,,,,,False,0.6167582980784672,1.695506175030645,False,False,True,False,False,zero_inflated
ENSG00000269981.1,ENSG00000269981,714,0.0056022408963585,False,1.0,0.1723868572846988,False,0.1076900764938847,0.428106220530708,0.1927130134409855,-0.0517363044341938,1.6888179972899782,0.9962293021372344,3.145505237931798,1.1499202976960987,6.061973781708967,True,0.9541863196552568,0.1686354975827668,True,True,True,True,True,right_skewed
ENSG00000239906.1,ENSG00000239906,714,0.9607843137254902,True,,,False,,,,,,,,,,False,0.9971065317228892,0.0012901435880519,False,True,True,False,False,zero_inflated
ENSG00000222623.1,RNU6-1100P,714,0.9957983193277312,True,,,False,,,,,,,,,,False,0.995196328432416,0.0083933975870982,False,True,True,False,False,zero_inflated
ENSG00000241599.1,ENSG00000241599,714,0.9971988795518208,True,,,False,,,,,,,,,,False,0.9916261950733511,0.0090386612275995,False,True,True,False,False,zero_inflated
ENSG00000308415.1,DDX11L2,714,0.9607843137254902,True,,,False,,,,,,,,,,False,0.9996174474020626,0.0712854988395694,True,False,True,False,False,zero_inflated
ENSG00000310527.1,WASH9P,714,0.0,False,1.0,0.196824595603374,False,0.1258200162535752,0.5728242222395465,-0.0611925883398902,-0.3136755737747725,0.8564490191615187,0.4149029293287806,2.7333256020909267,4.1693293344219455,6.061973781708967,True,0.8958062113337364,0.1840554701546246,True,True,True,True,True,normal
ENSG00000308625.1,ENSG00000308625,714,0.9033613445378152,True,,,False,,,,,,,,,,False,0.995517131737033,0.0046087490533777,False,True,True,False,False,zero_inflated
ENSG00000308544.1,ENSG00000308544,714,0.9971988795518208,True,,,False,,,,,,,,,,False,0.9999961605995976,0.0038576537720293,False,True,True,False,False,zero_inflated
ENSG00000292994.2,ENSG00000292994,714,0.2128851540616246,True,,,False,,,,,,,,,,False,0.9132701283508764,0.1686227944025884,True,True,True,False,False,zero_inflated
ENSG00000286448.2,ENSG00000286448,714,0.8613445378151261,True,,,False,,,,,,,,,,False,0.98205352566212,0.4798513862067831,True,False,True,False,False,zero_inflated
ENSG00000236679.2,RPL23AP24,714,1.0,True,,,False,,,,,,,,,,False,1.0,,False,False,True,False,False,zero_inflated
