gene,genename,n_obs,frac_at_floor,is_zero_inflated,n_modes,shapiro_p,shapiro_bh_reject,dagostino_p,anderson_stat,skew,kurt,mle_mu,mle_sigma,mle_sigma_dist,d_aic,d_aic_threshold,mle_success,r_squared,sigma_span_ratio,sigma_span_ok,x0_in_range,n_obs_ok,support_ok,qc_pass,dist_class
ENSG00000290825.2,DDX11L16,652,1.0,True,,,False,,,,,,,,,,False,0.99554976533573,0.0054966693390132,False,True,True,False,False,zero_inflated
ENSG00000223972.6,DDX11L1,652,1.0,True,,,False,,,,,,,,,,False,1.0,,False,False,True,False,False,zero_inflated
ENSG00000310526.1,WASH7P,652,0.0015337423312883,False,1.0,0.0029360848390914,True,0.0071049866050698,1.6026556289375549,0.2971588639345178,0.1091165228750603,0.299645850995696,0.3610419152459807,3.3300495955447844,0.5558356701193361,6.17959022866621,True,0.9373814465361155,0.1413953586029852,True,True,True,True,True,right_skewed
ENSG00000243485.6,MIR1302-2HG,652,0.9938650306748468,True,,,False,,,,,,,,,,False,0.9865539820804364,7.253219981765719e-05,False,True,True,False,False,zero_inflated
ENSG00000237613.3,FAM138A,652,1.0,True,,,False,,,,,,,,,,False,0.9957894060538474,0.0030973278372189,False,True,True,False,False,zero_inflated
ENSG00000308361.1,ENSG00000308361,652,0.9938650306748468,True,,,False,,,,,,,,,,False,0.9999653868907068,0.000131257838688,False,True,True,False,False,zero_inflated
ENSG00000290826.2,ENSG00000290826,652,0.99079754601227,True,,,False,,,,,,,,,,False,0.986865971954377,0.0083137505486043,False,True,True,False,False,zero_inflated
ENSG00000268020.3,OR4G4P,652,0.9969325153374232,True,,,False,,,,,,,,,,False,0.9864574288046252,0.0085550551135665,False,True,True,False,False,zero_inflated
ENSG00000186092.7,OR4F5,652,0.9923312883435584,True,,,False,,,,,,,,,,False,0.9583570687475584,0.5820260000903875,True,False,True,False,False,zero_inflated
ENSG00000241860.8,ENSG00000241860,652,0.9969325153374232,True,,,False,,,,,,,,,,False,0.9724191901365038,0.077113027863129,True,True,True,False,False,zero_inflated
ENSG00000308314.1,ENSG00000308314,652,1.0,True,,,False,,,,,,,,,,False,0.999918229521476,0.0035515963919125,False,True,True,False,False,zero_inflated
ENSG00000233750.3,CICP27,652,0.9984662576687116,True,,,False,,,,,,,,,,False,0.9896871202050296,0.093152797731621,True,False,True,False,False,zero_inflated
ENSG00000308579.1,ENSG00000308579,652,0.5966257668711656,True,,,False,,,,,,,,,,False,0.9151592983614708,0.0030821969085839,False,True,True,False,False,zero_inflated
ENSG00000268903.1,ENSG00000268903,652,0.9662576687116564,True,,,False,,,,,,,,,,False,0.9982020997950346,0.0028299152419199,False,True,True,False,False,zero_inflated
ENSG00000269981.1,ENSG00000269981,652,0.50920245398773,True,,,False,,,,,,,,,,False,0.93055287883759,0.0024933809993069,False,True,True,False,False,zero_inflated
ENSG00000239906.1,ENSG00000239906,652,0.99079754601227,True,,,False,,,,,,,,,,False,0.9996917634722448,0.0029410479426336,False,True,True,False,False,zero_inflated
ENSG00000222623.1,RNU6-1100P,652,0.9984662576687116,True,,,False,,,,,,,,,,False,0.9966232023266842,0.0084061962322471,False,True,True,False,False,zero_inflated
ENSG00000241599.1,ENSG00000241599,652,1.0,True,,,False,,,,,,,,,,False,0.9999953931686518,0.0019486400198127,False,True,True,False,False,zero_inflated
ENSG00000308415.1,DDX11L2,652,0.9739263803680982,True,,,False,,,,,,,,,,False,0.827069497797833,0.2971915414865724,True,False,True,False,False,zero_inflated
ENSG00000310527.1,WASH9P,652,0.0,False,1.0,0.586981220419732,False,0.2038518404093577,0.2705308128577144,0.0606855044433247,-0.2918548382336481,0.2904695922465923,0.3372908776076617,2.9851378830507245,1.7720471377181752,6.17959022866621,True,0.9280968417960012,0.1846466124210143,True,True,True,True,True,normal
ENSG00000308625.1,ENSG00000308625,652,0.8711656441717791,True,,,False,,,,,,,,,,False,0.9961704187890328,0.0033783176133574,False,True,True,False,False,zero_inflated
ENSG00000308544.1,ENSG00000308544,652,0.99079754601227,True,,,False,,,,,,,,,,False,0.9935459642793526,0.0085596890667319,False,True,True,False,False,zero_inflated
ENSG00000292994.2,ENSG00000292994,652,0.8190184049079755,True,,,False,,,,,,,,,,False,0.9592123371972084,0.107031134330839,True,True,True,False,False,zero_inflated
ENSG00000286448.2,ENSG00000286448,652,1.0,True,,,False,,,,,,,,,,False,0.923900119058222,0.000112460320953,False,True,True,False,False,zero_inflated
ENSG00000236679.2,RPL23AP24,652,1.0,True,,,False,,,,,,,,,,False,1.0,,False,False,True,False,False,zero_inflated
ENSG00000236601.3,ENSG00000236601,652,1.0,True,,,False,,,,,,,,,,False,0.9939681459739356,1.148617774572074e-05,False,True,True,False,False,zero_inflated
