gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success
ENSG00000290825.2,DDX11L16,0.3220411124660148,23.28352444034291,-0.9940018102603152,0.04101677114898879,86.66430911835921,9.078652131781759,0.0,-0.9861275907216606,-0.7306915106435365,-0.9566057244594429,0.03798637561527369,3.824069915692932,18.579734360771358,-0.7306915106435365,22.44103878400778,0.0,117,True
ENSG00000223972.6,DDX11L1,,,,,,,,,,,,,,,,,0,False
ENSG00000310526.1,WASH7P,0.6555520501115757,17.772234366112436,-0.12775471623506696,0.5038164940258575,197.30204501274488,5.181540247898465,0.0,-0.8356964169063499,1.7181796679392014,-0.05569294464786968,0.4038130659757271,0.7872607899945585,1.3550046159312492,1.7181796679392014,17.772205561491404,0.0,269,True
ENSG00000243485.6,MIR1302-2HG,0.42585523007590403,9.291444749503354,-0.9610838385351731,0.01452666097190053,86.17157691948212,13.996538607176573,0.0,-0.9804517914658932,-0.8173127868805782,-0.9471230551951664,0.03269991117195945,2.4610181008517524,6.188721707529391,-0.8173127868805782,9.291402593655699,0.0,74,True
ENSG00000237613.3,FAM138A,1.0985969540983267,46.06349860943509,-0.9731004862750104,0.013326214693128524,209.9097965623797,41.16356116864845,0.0,-0.9895452517414854,-0.5852139122368956,-0.9523686687221298,0.05018124358055137,4.469514682340116,25.7666636530591,-0.5852139122368956,46.04799372064682,0.0,148,True
ENSG00000308361.1,ENSG00000308361,0.13660559941366074,0.9651850450761099,-0.8777020892947357,0.07196823614497411,26.063585129389708,2.5838099587565946,0.0,-0.9237049784831634,-0.7462139956906151,-0.8570660211504828,0.044259863268161684,0.5385362061097249,-0.1394056369997574,-0.7462139956906151,0.9309135804949158,0.0,28,True
ENSG00000290826.2,ENSG00000290826,0.15992262804019583,35.11085687404598,-0.9613728246030443,0.13065143599909776,69.8388359055912,11.462490646283687,0.0,-0.9614078977050416,0.0975838301119516,-0.8697903605104074,0.11625826171526257,5.006270673168146,33.49601516867254,0.0975838301119516,35.11085434380786,0.0,160,True
ENSG00000268020.3,OR4G4P,0.30123539432063823,37.134676063232185,-1.0256204803802813,0.1606912714366066,83.48236163845027,7.376840306253465,0.0,-0.9667666096841764,-0.1874204520850165,-0.8747084483058781,0.10885382469755392,3.6109344969934645,17.395451748964863,-0.1874204520850165,32.4730001187569,0.0,176,True
ENSG00000186092.7,OR4F5,0.9363920595193275,51.602949555943376,-0.9424985854811486,0.09627510073465567,122.43020984520881,16.72378290900818,0.0,-0.9851662687014366,0.1960026473365481,-0.8697848138417767,0.14560032634903283,3.5226995917816284,17.072536236622163,0.1960026473365481,51.60011026730871,0.0,257,True
ENSG00000241860.8,ENSG00000241860,0.8219929155012217,16.25972445175043,-0.9236336795198017,0.0786359487073135,255.28896922253682,4.924419071515786,0.0,-0.9926910971739724,-0.6498162195378476,-0.9008156629461865,0.060894903564706365,1.1863231616717136,1.8095486245718346,-0.6498162195378476,16.2595263689429,0.0,269,True
ENSG00000308314.1,ENSG00000308314,,,,,,,,,,,,,,,,,24,False
ENSG00000233750.3,CICP27,0.5321190161862788,20.36105045779864,-0.9820462941640524,0.054620807709399595,167.58145420061888,6.794766964557383,0.0,-0.994955070316258,-0.7196137523784312,-0.9506857672866541,0.039639729719878856,2.1055877375087486,6.727280666555254,-0.7196137523784312,20.361040568062297,0.0,202,True
ENSG00000308579.1,ENSG00000308579,-0.05796536533154149,11.39773487968692,1.1251240028322629,1.4265794541874732,316.99240774675565,1.9973796503108543,0.009679475141286375,-0.921827411871881,3.139968752704557,1.0875735702726437,0.8889731575162685,-0.09294971224268889,-0.6243206838489783,3.139968752704557,9.943361437187583,0.09624651985208277,269,True
ENSG00000268903.1,ENSG00000268903,,,,,,,,,,,,,,,,,182,False
ENSG00000269981.1,ENSG00000269981,-1.3674758557294548,11.762414884122407,0.4226817209916396,1.859672946719293,284.94870546746347,2.0251516820850983,0.0,-0.8899361519361008,3.085730567629102,0.6561683338401892,0.8865735365899081,0.30805747237913506,-0.7000820803311187,3.085730567629102,10.24911147752323,0.0,265,True
ENSG00000239906.1,ENSG00000239906,0.1285836969805076,3.327967901640808,-0.8948428719036686,0.06873314190987453,31.853654163580238,6.3193106326235675,0.0,-0.8990896123530902,-0.5877138172537838,-0.8385857754208335,0.06840941679731957,2.17710915424376,4.6205356298642615,-0.5877138172537838,3.3279624229382487,0.0,33,True
ENSG00000222623.1,RNU6-1100P,,,,,,,,,,,,,,,,,0,False
ENSG00000241599.1,ENSG00000241599,,,,,,,,,,,,,,,,,9,False
ENSG00000308415.1,DDX11L2,0.2611034743388344,357.5823748842113,-1.1032634643500627,0.155096302831036,24.51120778154334,24.172973462663766,0.0,-0.9868836711499338,1.547778013572637,-0.901247948655464,0.19867448665357632,9.149615440256536,102.37614241676168,1.547778013572637,203.63086550420888,0.0,229,True
ENSG00000310527.1,WASH9P,-0.042441514568579905,18.341431167317367,0.05520532531401044,0.6191695095076357,306.6656887152145,4.674172618445107,0.0,-0.795934425543336,2.1016467147320825,0.10071273813850729,0.4208176204114187,0.5842772985257687,1.1550169791438902,2.1016467147320825,18.34109795473203,0.0,269,True
ENSG00000308625.1,ENSG00000308625,0.2631573691140592,7.330387162780923,-0.8027890814467985,0.09267203986631273,55.75747806015723,11.861090155109723,0.0,-0.9029906763885672,-0.0255433747461926,-0.7532014895138247,0.13451133312678318,3.0110872087504825,12.502396006796141,-0.0255433747461926,7.330088483884244,0.0,62,True
ENSG00000308544.1,ENSG00000308544,,,,,,,,,,,,,,,,,7,False
ENSG00000292994.2,ENSG00000292994,0.2815177031645547,14.22530225463871,-0.6056719152621802,0.39940972455304924,244.95822223786757,3.698764418891117,0.0,-0.9707591609099312,0.4389528267442013,-0.5393125132789832,0.25329827764123086,0.6207980568935265,0.3722698054968432,0.4389528267442013,14.210078017837475,0.0,269,True
ENSG00000286448.2,ENSG00000286448,0.0952014465842305,90.03526015301689,-1.149616771918818,0.14306824024807807,225.34908022661693,4.277606572181488,0.0,-0.9908750184526796,-0.7168747440961736,-0.945678215215708,0.04197798862713698,1.7777229296618935,4.692414408052168,-0.7168747440961736,26.27794278710369,0.0,198,True
ENSG00000236679.2,RPL23AP24,,,,,,,,,,,,,,,,,1,False
ENSG00000236601.3,ENSG00000236601,0.3551672504024049,29.496505987842937,-0.9698101983751868,0.051814618404044416,138.01780957140465,12.786443060369217,0.0,-0.9813017391532493,-0.501334512986952,-0.9337133522361866,0.06198747889316052,4.556135535562395,26.58132548021411,-0.501334512986952,29.495683517014136,0.0,155,True
ENSG00000290385.2,ENSG00000290385,1.094754646317552,15.945908901715043,-0.8277354305420492,0.19330565133148161,209.55888784561935,5.071614499765382,0.0,-0.9797104537802258,-0.1345079221491593,-0.7589525106821658,0.15017723851334877,1.0568191438459293,1.1481112062037768,-0.1345079221491593,15.945793826590783,0.0,268,True
ENSG00000269732.1,WBP1LP7,0.03788898163062337,981244005836.9691,-8.39099842153567,1.533291423217418,139.8418119147234,8.479546526418249,0.0,-0.9192441139531516,0.8025323913869737,-0.7517048038001595,0.21714763294035272,3.999071918574006,20.90870952892008,0.8025323913869737,47.7411065810646,0.0,172,True
ENSG00000284733.2,OR4F29,0.1365778829861701,189.21945277927423,-1.2397818590214007,0.25808055748491115,117.20997192048407,8.120002055081349,0.0,-0.9653560481350376,0.2420414758061275,-0.8725404292178878,0.12237153681127709,5.144819719751144,38.659707662352865,0.2420414758061275,61.082685218381656,0.0,195,True
ENSG00000233653.3,CICP7,0.43751205822455197,27.998555527887955,-0.9841271235420919,0.021066008386339048,118.17324956628836,16.389046924281185,0.0,-0.9894808006674456,-0.7399972345798702,-0.9679140569408468,0.029401638172765105,5.187553651963375,33.80381262133761,-0.7399972345798702,27.998322115620713,0.0,125,True
ENSG00000250575.1,ENSG00000250575,0.9366671416037623,25.53724712415933,-0.9612716188442355,0.016572503820897828,124.20256395378593,27.697399218416557,0.0,-0.985314781825368,-0.6366988198067982,-0.9363375553075148,0.05130047873452702,2.8641880171765672,10.841519842352717,-0.6366988198067982,25.534190941523352,0.0,122,True
ENSG00000278757.1,U6,,,,,,,,,,,,,,,,,1,False
ENSG00000293331.2,ENSG00000293331,1.1617674743192687,15.179530516128375,-0.9824825839015258,0.08089794677688886,288.9600100468773,4.3424677717766915,0.0,-0.9903977090001816,-0.7340782862563675,-0.9270854935281833,0.053667625323574455,1.2865906281067825,1.3429883850292166,-0.7340782862563675,15.178205163243675,0.0,235,True
ENSG00000225880.7,LINC00115,0.29375766409987275,18.004723840207863,-0.47401880619130116,0.2879600361851206,228.0606666273562,4.99735687701035,0.0,-0.825164096858905,0.5435354765714158,-0.4335757297917129,0.20919128797790515,0.9538270377309072,2.0849279725734142,0.5435354765714158,18.004536710909903,0.0,269,True
ENSG00000235146.3,ENSG00000235146,1.349246698247475,36.291018829989966,-0.9508624828763015,0.016891384817399272,270.1939455161022,48.51973873045492,0.0,-0.9713021425162512,-0.3713421049494142,-0.907788944211743,0.0811685483955793,3.6607570511072476,17.919372570932758,-0.3713421049494142,36.2698926421656,0.0,124,True
ENSG00000225972.1,MTND1P23,1.2192655777077643,47.442871613810546,2.8116912533584704,0.7350434048046819,360.35759322213323,17.3669097887092,0.0,0.6118380856810828,11.838215140322026,3.5351524778251004,2.1794056955085317,2.978081121897351,8.149414040996843,11.838215140322026,47.438501262317764,0.0,269,True
ENSG00000225630.1,MTND2P28,0.7820705280036714,46.45963435325366,9.021624437802556,0.6286511736553002,217.24507269990679,5.813077327808866,4.594213195878905e-08,2.8948371607579224,11.605673963210773,8.953712904009361,1.1182619962488187,-2.637775486914892,13.557799035050774,11.605673963210773,46.45727536760316,2.1343462753842246e-06,269,True
ENSG00000237973.1,MTCO1P12,1.249209290694773,34.3328230750596,5.731037055538679,0.8128059295758525,251.9034700808901,11.246339071404899,0.0,3.1619521589267423,12.19476454795464,6.09792388980289,1.2289660078918287,2.181447575843826,6.855230163912859,12.19476454795464,34.33124224315484,0.0,269,True
ENSG00000229344.1,MTCO2P12,0.15244041192513905,34.46187524662393,3.3194582973936213,0.9095409154346424,145.48705068362986,10.034540084785933,0.0,1.3281844622747676,9.773097986272514,3.4479374275554795,0.942990686653751,3.2699935032350287,19.171177461135514,9.773097986272514,34.46139197434263,0.0,269,True
ENSG00000240409.1,MTATP8P1,0.5579447513690651,19.115137526733598,2.574320495670025,1.4077297734888201,224.04878856475506,5.291747222368043,0.0,0.1677818096854395,7.841806480038619,2.816499208662872,1.1641605519936593,0.9320200769293794,1.9520103736002739,7.841806480038619,19.115082942612343,0.0,269,True
ENSG00000248527.1,MTATP6P1,0.35736163255641595,69.34233467703922,11.412872532061279,0.46586024776758433,120.93002820128117,4.269560196782046,0.0001100612317732696,3.827498954651993,12.819320910192983,11.353621828124723,0.7433365244244222,-6.434353751272459,58.54962930556885,12.819320910192983,69.33550878636761,0.007631151502653977,269,True
ENSG00000198744.5,MTCO3P12,1.6536153765053563,28.209901213540086,3.4374588147864995,0.9377899138543592,337.100671561133,10.78921977925509,0.0,1.3532668244985362,10.5919804206782,3.995956168342115,1.408610612618717,1.8585979699380226,4.958052209042477,10.5919804206782,28.209771474817757,0.0,269,True
ENSG00000268663.1,WBP1LP6,1.2952293646346926,16.66506599541461,-0.8921679074889786,0.03671774028129247,193.26622128528265,20.190585884976564,0.0,-0.9574999393095512,-0.367952394092483,-0.8305746384878955,0.10486917763908496,1.9687518362992487,4.573441926764725,-0.367952394092483,16.663341343200184,0.0,125,True
ENSG00000284662.2,OR4F16,0.29423176107542026,23.419417166261493,-0.9994717061751792,0.13788540792480908,245.77195532807232,5.959490323058495,0.0,-0.9722712502326823,-0.4184231459846029,-0.890554965378756,0.08071634243988766,2.534473191335292,9.411033551592348,-0.4184231459846029,22.525557794700763,0.0,173,True
ENSG00000230021.11,ENSG00000230021,,,,,,,,,,,,,,,,,0,False
ENSG00000229376.3,CICP3,1.224343043199422,17.80189035581293,-0.8617019686740168,0.1386243068470879,240.95151139552485,6.10260629199135,0.0,-0.9831713921804526,-0.2635111510379488,-0.8087909424137795,0.12943401990859024,1.3182085908636887,1.9760355841301909,-0.2635111510379488,17.801875879974464,0.0,266,True
ENSG00000223181.1,RNU6-1199P,0.30472609988000376,1.3769777178092828,-0.6240492880090323,0.07597685823795489,21.00358121715123,6.86722037556201,0.0,-0.8340726295341478,-0.2551164458664655,-0.5801260510268985,0.13177317368453456,0.5188432166657954,0.07638856661932314,-0.2551164458664655,1.37695839342252,0.0,25,True
ENSG00000229905.1,ENSG00000229905,1.1989376964037322,18.685495670425272,-0.8939286789973405,0.04673797606168957,279.65055936739395,18.358522956081263,0.0,-0.9604418464179104,-0.2872026304863322,-0.8438426007844658,0.09061021183303702,2.2969124030871475,9.250559053609013,-0.2872026304863322,18.685150806799452,0.0,138,True
ENSG00000237491.11,LINC01409,0.05937051737833398,19.51797556826796,-0.43008493131905345,0.3030158641189295,213.96956425391636,5.0212416326534175,0.0,-0.9064195424191962,0.6457892596449109,-0.40423583257894785,0.21780872507585175,0.7386379751767745,1.579997007406047,0.6457892596449109,19.517863065807198,0.0,269,True
