gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success,r_squared
ENSG00000290825.2,DDX11L16,1.1015699124413003,38.77918813359917,-0.9686118839227285,0.017458372949268625,280.24228686292037,27.617895409390485,0.0,-0.9845481043008468,-0.6276707906115122,-0.9514165526170899,0.039031523553456085,4.662275368873665,31.332098154103903,-0.6276707906115122,38.776322910865304,0.0,166,True,0.9197726126183274
ENSG00000223972.6,DDX11L1,,,,,,,,,,,,,,,,,0,False,
ENSG00000310526.1,WASH7P,0.31170170581549683,25.219215867954105,0.5819429642646795,0.6509442230802315,519.745555441982,3.67591073671735,0.0,-0.665976413059908,2.2739171627086123,0.6366588432591634,0.47815226745781647,0.35969345868647773,0.23233889889573023,2.2739171627086123,25.18976999773344,0.0,407,True,0.8590625633499923
ENSG00000243485.6,MIR1302-2HG,0.597078217685631,13.179296702915003,-0.9432512368991308,0.027795069450182466,98.47896692059729,13.797115653924932,0.0,-0.9742581870355612,-0.6720815932071754,-0.925310384400879,0.04118540779227133,2.727311916130702,12.30097406779971,-0.6720815932071754,13.178359646818166,0.0,105,True,0.864237164334865
ENSG00000237613.3,FAM138A,0.9916448842206494,42.82698310634743,-0.9688104090338453,0.011095904660700043,118.49272702985922,35.55250544108276,0.0,-0.9850591773780718,-0.6898658271693412,-0.9528474127328104,0.041123956888371595,3.6295103841044734,15.29537192637001,-0.6898658271693412,42.82691521499144,0.0,152,True,0.9636123550454923
ENSG00000308361.1,ENSG00000308361,0.08132174445190114,2.3665884549875176,-0.8547050304564259,0.047161605129224723,13.42148468008066,9.790954116664702,0.0,-0.914401306210041,-0.5281934453789536,-0.8316250179545293,0.08045403842831907,2.590191723236918,7.1643443943096425,-0.5281934453789536,2.3665132392495996,0.0,23,True,0.6446992804743703
ENSG00000290826.2,ENSG00000290826,1.1797462577863043,38.2770378329605,-0.9151010653512865,0.034101496270093845,293.111420358485,29.07214318859327,0.0,-0.956633095373722,-0.2140728692662193,-0.8705316457526096,0.10597023615658188,3.8788100508100776,17.548737711716875,-0.2140728692662193,38.26452457091073,0.0,167,True,0.9109022895612967
ENSG00000268020.3,OR4G4P,0.2954507657295903,64.86882350179812,-1.0473241417877774,0.16147388670371968,258.5719327032112,8.111942972723181,0.0,-0.9598875015848662,-0.121108331548665,-0.8787133626801322,0.09582338865028679,3.8441056572892958,21.82821052228299,-0.121108331548665,48.383301132475495,0.0,208,True,0.9475555872336502
ENSG00000186092.7,OR4F5,0.6361079439443635,55.44172308869977,-0.9656914852093278,0.11091726291540638,187.1828672354933,9.525915387816283,0.0,-0.9891414058507324,-0.2185706191024117,-0.8999736383137288,0.09556469850941722,3.3214898230678855,15.285049551484185,-0.2185706191024117,55.441333025862164,0.0,375,True,0.9842350749272643
ENSG00000241860.8,ENSG00000241860,1.3074986982700723,30.440921739966647,-0.9419878435564188,0.057983318155746144,622.2659463767275,6.453516214902326,0.0,-0.9935784500640638,-0.6773911137074737,-0.9228911455825535,0.046842141951715446,1.3341376588196219,2.7786625520031336,-0.6773911137074737,30.44074540917022,0.0,407,True,0.8904417963076482
ENSG00000308314.1,ENSG00000308314,0.4854803854376409,5.598629412353944,-0.9685807533935091,0.0017160514080783052,22.659721402636233,41.24659198352607,0.0,-0.9829061872160012,-0.9185308358032775,-0.965430786455353,0.011967628526062993,2.1022175728372448,6.055668208791808,-0.9185308358032775,5.59671427442369,0.0,30,True,0.6315492454855898
ENSG00000233750.3,CICP27,0.6516725152095092,64.0283789694645,-1.0317748742685815,0.12232552828276641,461.5981867628586,7.902693042496391,0.0,-0.9919032751818768,-0.3482139701730512,-0.9200171208850921,0.07699675948888206,3.0902555776471865,14.778155126204108,-0.3482139701730512,57.57481152793873,0.0,304,True,0.946034630241903
ENSG00000308579.1,ENSG00000308579,2.5247551305480873,20.36205925059244,1.7670297398557955,1.144595213959439,393.3824434599205,3.469500135003789,0.0,-0.8375334214265879,4.5750732737427215,1.68575949156654,1.0245462958262053,-0.12333983362746438,-0.21445542944344975,4.5750732737427215,20.312449089658926,0.0,406,True,0.8402896985668789
ENSG00000268903.1,ENSG00000268903,1.2488087021297556,20.119946913324902,-0.7641679564893034,0.8722242289783408,549.4348925285631,3.7121550868225577,0.0,-0.909416168740522,1.5253247301871329,-0.2696391380245678,0.4999071148046047,1.0949247704265854,0.7880106648203338,1.5253247301871329,20.099436663332618,0.0,353,True,0.8063853221173056
ENSG00000269981.1,ENSG00000269981,1.4866171484161927,18.838352091694553,1.9375445810315148,1.397155960721799,340.1879452457787,2.6624363938106095,0.008318025547069317,-0.8129392073782151,4.567867876342823,1.8715629420331612,1.0694263979557792,-0.20518726380708233,-0.33797777845005683,4.567867876342823,18.447544724826297,0.15344714830180894,404,True,0.8291886195793439
ENSG00000239906.1,ENSG00000239906,0.16759503728673286,6.545354478545807,-0.8261599807803044,0.07091596405107722,44.056503138603645,10.304040729148436,0.0,-0.9142544783666074,-0.3094622193029267,-0.7961112894510897,0.10453688289108673,2.863113902301535,9.50531486094013,-0.3094622193029267,6.54527102762187,0.0,59,True,0.8050381540497682
ENSG00000222623.1,RNU6-1100P,,,,,,,,,,,,,,,,,3,False,
ENSG00000241599.1,ENSG00000241599,0.2177337973045641,277508364323.59827,-1.3094199592320575,0.07631399796575773,15.702699833760406,9.290962851746983,0.0,-0.9214803365615704,-0.8080596703529336,-0.8827867227975309,0.03710703010397123,0.7773678643025534,-0.5946743903457721,-0.8080596703529336,1.6611151447208155,0.0,13,True,0.1636378250993128
ENSG00000308415.1,DDX11L2,0.419209140805689,161.60583718902515,-0.979381201677443,0.12411729510194613,44.1041873721313,28.598044884802803,0.0,-0.9869265609321296,1.530502786671231,-0.8752657596450993,0.25941936767057,7.204594987170659,55.77135950261908,1.530502786671231,161.59807720745587,0.0,319,True,0.9986758272892651
ENSG00000310527.1,WASH9P,-0.15171156001680414,24.39882425712895,0.581632515218987,0.6195042465653293,548.3565813156017,3.189578541765245,0.0,-0.6049646284055192,1.9788454284239068,0.6022318212275044,0.4322403972236265,0.2535600211698913,0.13159111076053343,1.9788454284239068,24.24807113866427,0.0,407,True,0.8404908461677679
