gene,genename,y0,A,x0,w,sumsquarevalue,ti_fourparam_sigma_dist,truncationindex,min,max,mean,std,skew,kurt,right,maxheight,rightheight,n_obs,fit_success,r_squared
ENSG00000290825.2,DDX11L16,2.1734560263736045,46.81519995432135,-0.9565190635439578,0.027900069768970744,780.9293352432765,14.747250364601811,0.0,-0.981281801647008,-0.665580463448478,-0.9335679935658813,0.04554998324359213,2.3406426629201365,7.019256182499239,-0.665580463448478,46.81519562396308,0.0,350,True,0.9071593252994976
ENSG00000223972.6,DDX11L1,,,,,,,,,,,,,,,,,4,False,
ENSG00000310526.1,WASH7P,1.3448958436698983,54.55358151245085,0.6699216319335464,0.7049472746768615,498.4229086535435,4.238694617413117,0.0,-0.8523846040229774,2.7827964467661843,0.7317370564274405,0.554459659238362,0.4962282303347399,0.6242085765079057,2.7827964467661843,54.54663639831041,0.0,803,True,0.9676323013581571
ENSG00000243485.6,MIR1302-2HG,0.535098426772859,12.358126404824171,-0.9347429930340392,0.027126710690312843,75.11165225351738,10.198951558128625,0.0,-0.9699097481403052,-0.7391119966818195,-0.9222104673728837,0.03447786778161292,2.0744069750598877,6.4005635063375035,-0.7391119966818195,12.35794479008181,0.0,121,True,0.8961075386375499
ENSG00000237613.3,FAM138A,1.5638673994738381,14.897378471311976,-0.9574012267391647,0.01849372629358533,179.33820735976352,10.059569213406068,0.0,-0.9797573986115232,-0.8258518450800537,-0.9413677708090435,0.02969027637412247,1.4097103629495804,1.733695774751249,-0.8258518450800537,14.897378174441776,0.0,184,True,0.8423538964840336
ENSG00000308361.1,ENSG00000308361,0.19997987827558664,6.001363671195301,-0.919923443678984,0.07759874232584875,10.73404003610398,4.735746510759365,0.0,-0.8272500837905528,-0.6600702058184329,-0.773564416513097,0.05350737182805079,0.9871522687648726,-0.38050668863480475,-0.6600702058184329,1.4414720055731673,0.0,17,True,0.3195537219585435
ENSG00000290826.2,ENSG00000290826,1.5434302063458922,25.484504431030732,-0.8828548821766968,0.047089252489268256,183.80047497653857,11.794499369673005,0.0,-0.9415283321113748,-0.4901319062556638,-0.8515616077603545,0.07182251081770132,1.8673650765824117,4.167872522341092,-0.4901319062556638,25.484375171320007,0.0,243,True,0.9328895309119812
ENSG00000268020.3,OR4G4P,1.1379630063232855,21.63864374090196,-0.9145881796904262,0.03288430802668818,234.53688866780996,14.245862155235498,0.0,-0.956428713727574,-0.5833331757203013,-0.8891548562696737,0.0537507790838745,2.226115093424202,6.839755615878927,-0.5833331757203013,21.63840754289075,0.0,176,True,0.8744180291990737
ENSG00000186092.7,OR4F5,0.7343224822451719,23105214.87735991,-2.2429362778206388,0.3719100145976192,103.88707446456056,8.847338322753052,0.0,-0.9863948177334164,0.0837375798700943,-0.9130789684526065,0.11745266286350085,5.011631157650725,32.18336341486747,0.0837375798700943,254.80963949823436,0.0,528,True,0.9981689519521055
ENSG00000241860.8,ENSG00000241860,2.770306239468304,90.35615082239244,-0.7882007331874237,0.21550260441425903,1470.5842087378053,10.60224195224443,0.0,-0.9931591149858636,0.8274044442263808,-0.6989542429550765,0.21852112527493092,1.888070580542484,5.503124221121036,0.8274044442263808,90.3527468692788,0.0,802,True,0.9598594763950714
ENSG00000308314.1,ENSG00000308314,0.8771640468953915,33.130633494519145,-0.9455674061956968,0.12777648644836614,452.9115842353027,9.177988010730116,0.0,-0.9753413202089254,-0.1163213206833758,-0.8578840032861624,0.12171789464716327,2.8147914829593996,11.284746583115094,-0.1163213206833758,33.13039617935198,0.0,255,True,0.9058664967425523
ENSG00000233750.3,CICP27,-2.6472146815521698,40.24094660507931,-0.25603809040749004,1.796531126629821,1096.0781557845685,2.603872518761672,0.0,-0.9791955834696164,3.051763612385974,0.2341599919262318,0.7816094564415906,0.5406707815068503,-0.34885002027993073,3.051763612385974,38.884460638492975,0.0,798,True,0.8813755391525266
ENSG00000308579.1,ENSG00000308579,0.03152664173419426,51.20120794911583,7.18174892635076,1.3801983472656423,1405.4654050970662,2.3923598146729526,0.05679733165420921,3.319560132760185,9.516566771496866,7.052741715547069,0.9577392643543495,-0.4549378031297803,0.114988533704242,9.516566771496866,51.18056718741003,2.9069196487938647,803,True,0.9037139775671635
ENSG00000268903.1,ENSG00000268903,-1.4182597052229873,48.59935647685636,3.6147070352524913,1.8547546534837245,906.1719412908027,2.7317348295233908,0.00981833290684615,-0.2082717639340658,7.197403469474207,3.5607754985589737,1.2090843842737558,-0.1472034503838179,-0.1785848491397224,7.197403469474207,47.904948636453234,0.47034673359806334,802,True,0.9252573890174942
ENSG00000269981.1,ENSG00000269981,1.4284677362500244,51.76841494283859,7.201846309983633,1.293144630132799,745.5332946260064,3.048264763395802,0.009112058715668284,3.63328588725897,9.98915320258178,7.08539009996466,0.991252987203429,-0.3419319284696743,0.11279617125455887,9.98915320258178,51.7425590824426,0.4714812364581522,803,True,0.9473968016407509
ENSG00000239906.1,ENSG00000239906,0.41569653045340615,142.47592749079817,-1.366225549306802,0.9478980502924259,943.6821589389194,7.242756245577231,0.0,-0.9010522963856248,3.488341474082225,-0.4630970840476688,0.44078122898976213,3.3850454737678537,21.419951487490877,3.488341474082225,111.98282168681767,0.0,548,True,0.9681472551866268
ENSG00000222623.1,RNU6-1100P,-0.09066715387047139,20.90994924770241,-2.3002109644510966,1.319731100246963,32.48482754660911,3.5344615285300938,0.0,-0.5859770719985038,0.9981160534289604,-0.2660833325935036,0.29925061978196643,2.0822972238774247,6.607801388949724,0.9981160534289604,3.828552867460517,0.0,37,True,0.5768827411708355
ENSG00000241599.1,ENSG00000241599,0.14287287274428087,5.221629135713589,-0.9425355085556325,0.34612063760121603,34.974593244197344,4.444968052069422,0.0,-0.9100083799986642,0.1453448634283978,-0.6936558205864407,0.19436202191033364,1.7764302159046625,4.3396678842136,0.1453448634283978,5.175449553766597,0.0,60,True,0.7699039918144911
